relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultArtifactDescriptorReader.java,3.25,15,5.700494294950171,7.08217920178716,2,3.34477204006491,52,18.9375,5,5,2,14,16,16,16,8,8,27,317,186,0,0,0,0,0,0,16,0,0,0,0,0,0,0.0,0.0,0,0,0,12,4,4,18,0,18,1,0.0031545741324921,NON
maven-embedder/src/test/error-reporting-projects/ext-plugin-realm-error/plugin/src/main/java/org/plugin/TestPlugin.java,1.0,1,3.0220552088742,2.5503407095463904,3,0.0,3,4.0,2,2,0,3,3,3,3,0,3,1,18,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,0,0,0,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/ext-plugin-version-err/plugin/src/main/java/org/plugin/TestPlugin.java,1.0,1,2.64643934467102,2.58496250072116,3,0.0,3,4.33333333333333,1,1,0,3,3,3,3,0,3,1,18,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,2,0,2,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/ext-realm-error/ext/src/main/java/org/ext/App.java,1.0,1,2.0,2.58496250072116,1,0.0,1,4.0,0,0,1,0,1,1,1,0,1,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionRangeResolver.java,3.71428571428571,8,4.869245454481559,6.4275243575253205,1,2.4327694808466296,26,21.2857142857143,3,3,0,7,7,7,7,3,4,20,158,88,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,3,0,0,0,1,0.0063291139240506,NON
maven-aether-provider/src/main/java/org/apache/maven/repository/internal/DefaultVersionResolver.java,4.545454545454549,20,5.88654823866938,6.70117421042661,2,5.280558447802769,50,25.5454545454545,6,6,0,11,11,11,11,7,4,31,400,226,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,3,6,3,12,0,12,1,0.0025,NON
maven-aether-provider/src/main/java/org/apache/maven/repository/internal/LocalSnapshotMetadata.java,1.0,1,4.07084709362252,4.50839611028879,11,0.0,11,5.0,4,1,2,9,11,17,11,2,9,7,61,35,1,0,1,1,1,0,10,6,1,1,0,0,1,0.532467532467532,0.0588235294117647,0,0,0,0,1,1,6,6,0,1,0.0163934426229508,NON
maven-embedder/src/test/error-reporting-projects/missing-direct-invoke-mojo/plugin/src/main/java/org/plugin/TestPlugin.java,1.0,1,2.64643934467102,2.58496250072116,3,0.0,3,4.33333333333333,1,1,0,3,3,3,3,0,3,1,18,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,4,0,4,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/missing-module-pom/child1/src/main/java/org/test/App.java,1.0,1,2.0,2.58496250072116,1,0.0,1,4.0,0,0,1,0,1,1,1,0,1,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/missing-module-pom/child1/src/test/java/org/test/AppTest.java,1.0,1,2.75,2.92192809488736,3,0.0,3,4.0,0,0,1,2,3,3,3,0,3,1,16,7,1,0,1,0,0,0,3,0,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/missing-req-mojo-param/plugin/src/main/java/org/plugin/TestPlugin.java,1.0,1,3.0220552088742,2.5503407095463904,3,0.0,3,4.0,2,2,0,3,3,3,3,0,3,1,18,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,0,0,0,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/mojo-exec-err/plugin/src/main/java/org/plugin/TestPlugin.java,1.0,1,2.64643934467102,2.58496250072116,3,0.0,3,4.33333333333333,1,1,0,3,3,3,3,0,3,1,18,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,2,0,2,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/mojo-lookup-err/plugin/src/main/java/org/plugin/TestPlugin.java,1.0,1,3.0220552088742,2.58496250072116,3,0.0,3,4.33333333333333,2,2,0,3,3,3,3,0,3,1,19,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,2,0,2,0,0.0,NON
maven-embedder/src/test/error-reporting-projects/profile-activator-lookup-err/ext/src/main/java/org/ext/App.java,1.0,1,2.0,2.58496250072116,1,0.0,1,4.0,0,0,1,0,1,1,1,0,1,1,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
