relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/token/DoubleSubmitAwarePhaseListener.java,2.5,4,4.06148218672077,4.79053218750749,1,1.1180339887498898,10,10.25,2,2,0,4,4,4,4,1,3,3,50,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,3,0,3,0,0.0,NON
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/token/PostRequestTokenManager.java,1.2,2,3.52806431158405,3.94075983254009,4,0.4,6,5.0,3,3,0,5,5,5,5,1,4,2,32,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,1,0,1,0,0.0,NON
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/token/PostRequestTokenMarker.java,0.0,0,2.11328333429487,0.0,0,0.0,0,0.0,3,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0.0,NON
deltaspike/modules/jsf/impl/src/main/java/org/apache/deltaspike/jsf/impl/util/SecurityUtils.java,3.375,8,4.26457837390238,5.918640569000419,2,2.2878756522153902,27,17.5,0,0,8,0,8,8,8,5,3,12,143,77,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,15,0,0,8,0,8,0,0.0,NON
deltaspike/modules/data/impl/src/main/java/org/apache/deltaspike/data/impl/tx/InvocationContextWrapper.java,1.0,1,3.8029100796497297,3.82453340688191,8,0.0,8,3.875,1,1,0,8,8,8,8,0,8,2,41,17,0,1,0,0,0,0,8,0,0,0,1,1,0,0.0,0.0,0,0,0,1,1,1,3,0,3,0,0.0,NON
deltaspike/modules/jsf/api/src/main/java/org/apache/deltaspike/jsf/spi/config/view/navigation/NavigationParameterStrategy.java,0.0,0,1.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
deltaspike/modules/data/impl/src/main/java/org/apache/deltaspike/data/impl/util/QueryUtils.java,1.4166666666666698,3,4.0515463629715,4.62379728001694,9,0.759202798262025,17,5.25,1,1,11,1,12,12,12,1,11,16,67,32,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,NON
deltaspike/modules/scheduler/api/src/main/java/org/apache/deltaspike/scheduler/api/Scheduled.java,0.0,0,3.50689059560852,3.52164063634332,6,0.0,0,1.0,0,0,0,6,6,6,6,0,6,0,9,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/QuartzScheduler.java,3.3,7,5.28400188256856,5.87934456262293,0,1.67630546142402,33,19.8,1,1,1,9,10,10,10,1,9,17,253,112,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,25,0,25,1,0.0039525691699604,NON
deltaspike/modules/scheduler/impl/src/main/java/org/apache/deltaspike/scheduler/impl/QuartzSchedulerProducer.java,1.0,1,2.8073549220576,1.5,1,0.0,1,4.0,1,0,0,1,1,1,1,1,0,0,9,3,1,0,1,1,1,0,0,0,1,1,0,0,1,0.333333333333333,1.0,0,0,0,1,0,0,1,1,0,0,0.0,NON
deltaspike/modules/scheduler/api/src/main/java/org/apache/deltaspike/scheduler/spi/Scheduler.java,0.0,0,3.42735069079363,3.2679399385868595,9,0.0,0,1.0,0,0,0,9,9,9,9,0,9,7,12,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
deltaspike/modules/data/impl/src/main/java/org/apache/deltaspike/data/impl/builder/postprocessor/CountQueryPostProcessor.java,1.5,2,4.87215767584482,4.3581111694742,1,0.5,3,9.5,2,2,0,2,2,2,2,1,1,4,85,46,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,5,2,2,13,0,13,0,0.0,NON
deltaspike/modules/jpa/impl/src/main/java/org/apache/deltaspike/jpa/impl/transaction/ContainerManagedTransactionStrategy.java,1.0,1,3.1699250014423104,2.52164063634332,1,0.0,1,4.0,1,1,0,1,1,1,1,0,1,1,9,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
deltaspike/core/impl/src/main/java/org/apache/deltaspike/core/impl/scope/viewaccess/ViewAccessContext.java,1.77777777777778,4,4.76288676023369,5.39180436884467,5,1.03040205505508,16,9.44444444444444,7,6,0,9,9,17,9,2,7,11,99,49,1,0,1,3,3,0,6,8,3,1,0,0,1,0.2337662337662339,0.1764705882352939,0,0,0,7,6,6,31,10,21,0,0.0,NON
