relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
flume-ng-auth/src/main/java/org/apache/flume/auth/KerberosUser.java,2.3333333333333304,7,3.20154578403237,3.39251783750314,4,2.21108319357027,14,6.16666666666667,2,2,0,6,6,6,6,0,6,3,44,28,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
flume-ng-auth/src/main/java/org/apache/flume/auth/UGIExecutor.java,1.8333333333333304,4,3.8890495359141695,4.2974022422017,3,1.06718737290547,11,6.5,3,3,0,6,6,6,6,2,4,5,47,29,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,3,0,3,0,0.0,NON
flume-ng-auth/src/test/java/org/apache/flume/auth/TestFlumeAuthenticator.java,1.33333333333333,2,4.4622883690707695,5.26961336371247,6,0.471404520791032,12,13.1111111111111,7,7,2,7,9,9,9,0,9,2,136,91,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,5,5,3,43,0,43,0,0.0,NON
flume-ng-channels/flume-file-channel/src/main/java/org/apache/flume/channel/file/CheckpointRebuilder.java,7.75,20,5.0440544261763,6.62579763345282,1,7.292976072907409,31,39.0,8,8,1,3,4,4,4,1,3,7,204,142,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,18,7,5,80,0,80,0,0.0,NON
flume-ng-channels/flume-file-channel/src/main/java/org/apache/flume/channel/file/EventQueueBackingStoreFactory.java,2.8,10,2.73957226198672,4.976554459679691,4,3.6,14,16.4,1,1,4,1,5,5,5,2,3,25,85,43,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,6,1,1,57,0,57,0,0.0,NON
flume-ng-channels/flume-file-channel/src/main/java/org/apache/flume/channel/file/EventQueueBackingStoreFile.java,3.05,9,5.78409140135121,6.987579929560571,9,2.61677282162591,61,17.1,29,21,4,16,20,32,20,10,10,29,374,240,1,1,1,9,7,2,13,12,7,1,2,2,1,0.2775689223057639,0.21875,3,2,1,7,11,9,72,19,53,0,0.0,NON
flume-ng-channels/flume-file-channel/src/main/java/org/apache/flume/channel/file/EventQueueBackingStoreFileV2.java,1.8333333333333304,4,4.06148218672077,5.43672430780591,4,1.21335164821342,11,9.33333333333333,33,4,0,6,6,34,6,5,1,8,65,51,2,0,2,4,4,0,3,28,3,2,0,0,1,0.198924731182796,0.1764705882352939,0,0,0,4,0,0,20,15,5,0,0.0,NON
flume-ng-channels/flume-file-channel/src/main/java/org/apache/flume/channel/file/EventQueueBackingStoreFileV3.java,3.6666666666666696,10,3.97017552146435,6.13305528557045,3,3.24893144826966,22,27.6666666666667,31,2,1,5,6,36,6,2,4,20,172,110,2,0,2,1,1,0,5,30,1,2,0,0,1,0.195937873357228,0.0555555555555556,1,1,0,10,2,2,97,27,70,0,0.0,NON
flume-ng-sources/flume-jms-source/src/main/java/org/apache/flume/source/jms/JMSMessageConsumer.java,6.0,16,4.748394345536401,5.8596175287697,0,5.17687164221791,30,24.2,8,8,0,5,5,5,5,0,5,23,132,78,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,5,5,5,15,0,15,1,0.0075757575757575,NON
flume-ng-channels/flume-file-channel/src/main/java/org/apache/flume/channel/file/FileChannel.java,2.1875,10,6.43193911582572,6.80597226123529,10,2.26987747466686,35,16.5625,31,27,0,16,16,24,16,3,13,5,502,310,2,1,2,7,5,2,11,8,5,2,1,1,1,0.398575498575499,0.4166666666666671,3,1,2,14,13,10,162,9,153,0,0.0,NON
flume-ng-sources/flume-jms-source/src/main/java/org/apache/flume/source/jms/JMSSource.java,4.75,18,5.368260607495951,6.66252560811612,4,6.11861912526021,38,29.375,29,22,0,8,8,29,8,5,3,14,263,152,2,0,2,1,1,0,7,21,1,2,0,0,1,0.20959595959596,0.0689655172413793,3,3,0,18,11,9,130,3,127,1,0.0038022813688212,NON
flume-ng-sources/flume-jms-source/src/main/java/org/apache/flume/source/jms/JMSSourceConfiguration.java,0.0,0,3.71269190457647,0.0,0,0.0,0,0.0,29,29,0,0,0,0,0,0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
flume-ng-sources/flume-jms-source/src/test/java/org/apache/flume/source/jms/JMSMessageConsumerTestBase.java,1.25,2,5.444971062922879,6.1144258481621305,6,0.4330127018922189,10,8.0,25,25,0,8,8,8,8,0,8,1,93,74,0,1,0,2,0,2,8,0,0,0,2,2,0,0.0,0.0,0,0,0,8,14,13,26,0,26,0,0.0,NON
