relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
mr/src/test/java/org/apache/mahout/classifier/mlp/Datasets.java,1.0,1,1.75,0.0,1,0.0,1,1.0,2,2,0,1,1,1,1,1,0,0,842,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0.0,NON
mr/src/test/java/org/apache/mahout/classifier/mlp/RunMultilayerPerceptronTest.java,1.0,1,2.3219280948873595,4.19556112867919,1,0.0,1,27.0,5,0,0,1,1,14,1,0,1,0,30,14,3,0,3,0,0,0,1,13,0,3,0,0,1,0.125,0.0,0,0,0,3,0,0,13,9,4,0,0.0,NON
mr/src/test/java/org/apache/mahout/classifier/mlp/TestMultilayerPerceptron.java,4.0,7,2.94770277922009,4.87270059520154,1,3.0,8,22.0,5,0,0,2,2,15,2,1,1,4,46,41,3,0,3,0,0,0,2,13,0,3,0,0,1,0.166666666666667,0.0,0,0,0,5,0,0,52,2,50,0,0.0,NON
mr/src/test/java/org/apache/mahout/classifier/mlp/TestNeuralNetwork.java,5.66666666666667,13,3.24144607116552,6.435253287288309,1,3.98608691436713,34,40.1666666666667,5,0,0,6,6,19,6,1,5,4,248,237,3,0,3,0,0,0,6,13,0,3,0,0,1,0.214285714285714,0.0,0,0,0,8,0,0,236,14,222,0,0.0,NON
mr/src/test/java/org/apache/mahout/classifier/mlp/TrainMultilayerPerceptronTest.java,1.0,1,3.45656476213095,4.698792220338071,3,0.0,3,19.3333333333333,5,0,0,3,3,16,3,1,2,2,62,35,3,0,3,0,0,0,3,13,0,3,0,0,1,0.1875,0.0,0,0,0,4,0,0,42,16,26,0,0.0,NON
mr/src/test/java/org/apache/mahout/clustering/streaming/cluster/DataUtils.java,2.0,4,2.44022392894185,4.33731964728977,2,1.4142135623731005,6,9.0,0,0,2,1,3,3,3,1,2,5,29,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,16,0,16,0,0.0,NON
mr/src/test/java/org/apache/mahout/common/MahoutTestCase.java,1.81818181818182,4,4.97814776716804,5.723207687055909,6,1.02851895445316,20,7.454545454545451,5,3,4,7,11,15,11,8,3,13,91,63,2,3,2,48,1,47,10,4,1,2,133,216,1,0.268686868686869,0.133333333333333,1,1,0,2,2,2,7,4,3,0,0.0,NON
examples/src/main/java/org/apache/mahout/clustering/streaming/tools/IOUtils.java,1.0,1,3.0516016368717005,4.3843324440989,4,0.0,4,7.75,0,0,3,1,4,4,4,1,3,3,33,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
examples/src/main/java/org/apache/mahout/clustering/syntheticcontrol/fuzzykmeans/Job.java,2.0,4,4.41820144412788,5.823375439021209,2,1.22474487139159,8,15.75,14,3,2,2,4,47,4,1,3,11,69,54,2,0,2,0,0,0,4,43,0,2,0,0,1,0.177777777777778,0.0,0,0,0,10,3,2,83,41,42,0,0.0,NON
examples/src/main/java/org/apache/mahout/clustering/syntheticcontrol/kmeans/Job.java,2.0,5,4.3653115322251,5.6652911746126,3,1.54919333848297,10,16.6,13,2,3,2,5,48,5,1,4,17,88,68,2,0,2,0,0,0,5,43,0,2,0,0,1,0.185185185185185,0.0,0,0,0,12,2,2,106,39,67,0,0.0,NON
