"community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi2","roi3"
"./prediction_result/KNN10/JURECZKO_result/ant_1.3.csv_diffToPreviousRelease_ant_1.4.csv","./prediction","result/KNN10/JURECZKO","0","1","166","38","0","0","0.00598802395209581","0.0109582607674696","0.0048780487804878","0","-0.0333978476308098","3","0.00113887638690488","0","0.0462286830566484","0.0146341463414634","0.0778232197718334","0.033747242656325",0,0
"./prediction_result/KNN10/JURECZKO_result/ant_1.4.csv_diffToPreviousRelease_ant_1.5.csv","./prediction","result/KNN10/JURECZKO","4","9","342","26","0.186046511627907","0.234567901234568","0.0256410256410256","0.0900418949403803","0.0341207349081365","0.133333333333333","0.159772960861287","0","0","0.660413973197092","0","0","0","0",2.14772083188001,2.40551037962428
"./prediction_result/KNN10/JURECZKO_result/ant_1.5.csv_diffToPreviousRelease_ant_1.6.csv","./prediction","result/KNN10/JURECZKO","7","3","367","81","0.142857142857143","0.147279711058877","0.00810810810810811","0.079762154013651","0.0218340611353712","0.0795454545454545","0.192587681685227","0","0","0.816336468081563","0","0","0","0",1.56591373859305,1.90611750596257
"./prediction_result/KNN10/JURECZKO_result/ant_1.6.csv_diffToPreviousRelease_ant_1.7.csv","./prediction","result/KNN10/JURECZKO","62","35","661","95","0.488188976377953","0.557847667921241","0.0502873563218391","0.423854199955165","0.113716295427902","0.394904458598726","0.42067287292874","0","0","0.651194788968454","0","0","0","0",1.46921924469579,1.79875676408582
"./prediction_result/KNN10/JURECZKO_result/camel_1.csv_diffToPreviousRelease_camel_1.2.csv","./prediction","result/KNN10/JURECZKO","0","0","509","208","0","0","0","0","0","0","0","0","0","2.46913580246914","0","0","0","0",0,0
"./prediction_result/KNN10/JURECZKO_result/camel_1.2.csv_diffToPreviousRelease_camel_1.4.csv","./prediction","result/KNN10/JURECZKO","40","53","708","90","0.358744394618834","0.462442847811888","0.0696452036793692","0.268164770531022","0.104377104377104","0.307692307692308","0.274842561191931","0","0","1.17805447196758","0","0","0","0",1.65185354139418,1.83913307703257
"./prediction_result/KNN10/JURECZKO_result/camel_1.4.csv_diffToPreviousRelease_camel_1.6.csv","./prediction","result/KNN10/JURECZKO","3","9","624","112","0.047244094488189","0.0508288192888853","0.014218009478673","0.0429333389551798","0.0160427807486631","0.0260869565217391","0.0340748095448432","0","0","1.0367261266194","0","0","0","0",0.88466167841284,0.993999709992438
"./prediction_result/KNN10/JURECZKO_result/forrest_0.7.csv_diffToPreviousRelease_forrest_0.8.csv","./prediction","result/KNN10/JURECZKO","0","0","14","2","0","0","0","0","0","0","0","0","0","1.91570881226054","0","0","0","0",0,0
"./prediction_result/KNN10/JURECZKO_result/jEdit_3.2.1.csv_diffToPreviousRelease_jEdit_4.csv","./prediction","result/KNN10/JURECZKO","32","21","397","39","0.516129032258065","0.611312946611169","0.0502392344497608","0.290597128562106","0.10838445807771","0.450704225352113","0.453837827257323","0","0","0.91074248394261","0","0","0","0",2.25927331207387,2.53958331459383
"./prediction_result/KNN10/JURECZKO_result/jEdit_4.csv_diffToPreviousRelease_jEdit_4.1.csv","./prediction","result/KNN10/JURECZKO","26","6","442","48","0.490566037735849","0.518171160609613","0.0133928571428571","0.30681338108268","0.0613026819923372","0.351351351351351","0.491411373836852","0","0","0.679467908585825","0","0","0","0",1.9089161631056,2.56191515207239
