"community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi2","roi3"
"./prediction_result/LR/JURECZKO_result/ant_1.3.csv_diffToPreviousRelease_ant_1.4.csv","./prediction","result/LR/JURECZKO","6","9","158","32","0.226415094339623","0.270625178418498","0.0538922155688623","0.286186720936149","0.0731707317073171","0.157894736842105","0.155192765295678","3","0.000968775161402867","0.206472740220418","0.0404168911853297","0.0146341463414634","0.0661996360291959","0.0311251531948498",0.878761443129213,1.0911242687698
"./prediction_result/LR/JURECZKO_result/ant_1.4.csv_diffToPreviousRelease_ant_1.5.csv","./prediction","result/LR/JURECZKO","12","19","332","18","0.39344262295082","0.562235393734124","0.0541310541310541","0.207068428402621","0.0813648293963255","0.4","0.340730402887747","1","8.51488794322882e-06","0.660315383943375","0.00293442211119034","0.0026246719160105","0.00324417230637018","0.00291802809157637",2.77360525656734,3.08165976821194
"./prediction_result/LR/JURECZKO_result/ant_1.5.csv_diffToPreviousRelease_ant_1.6.csv","./prediction","result/LR/JURECZKO","20","8","362","68","0.344827586206897","0.368860811086203","0.0216216216216216","0.253590720656589","0.0611353711790393","0.227272727272727","0.338189409499556","0","0","0.647578637320072","0","0","0","0",1.44425729654105,1.82530047957639
"./prediction_result/LR/JURECZKO_result/ant_1.6.csv_diffToPreviousRelease_ant_1.7.csv","./prediction","result/LR/JURECZKO","70","40","656","87","0.524344569288389","0.605357519510652","0.0574712643678161","0.477828071564508","0.128956623681125","0.445859872611465","0.449086685963151","0","0","0.598578536112454","0","0","0","0",1.46958180094169,1.79614225732235
"./prediction_result/LR/JURECZKO_result/camel_1.csv_diffToPreviousRelease_camel_1.2.csv","./prediction","result/LR/JURECZKO","5","0","509","203","0.0469483568075117","0.0469483568075117","0","0.0110649292293867","0.00697350069735007","0.0240384615384615","0.131090804594622","0","0","14.7939319010551","0","0","0","0",2.6652498733087,2.73657228809955
"./prediction_result/LR/JURECZKO_result/camel_1.2.csv_diffToPreviousRelease_camel_1.4.csv","./prediction","result/LR/JURECZKO","42","56","705","88","0.368421052631579","0.479079700999903","0.0735873850197109","0.326657682222292","0.109988776655443","0.323076923076923","0.281492424684755","0","0","1.49823174759137","0","0","0","0",1.47981011414723,1.70445411465024
"./prediction_result/LR/JURECZKO_result/camel_1.4.csv_diffToPreviousRelease_camel_1.6.csv","./prediction","result/LR/JURECZKO","23","21","612","92","0.289308176100629","0.331437855402112","0.033175355450237","0.228338322722098","0.0588235294117647","0.2","0.255739796672117","0","0","1.01811115108707","0","0","0","0",1.39294268033045,1.72569902233456
"./prediction_result/LR/JURECZKO_result/forrest_0.7.csv_diffToPreviousRelease_forrest_0.8.csv","./prediction","result/LR/JURECZKO","1","3","11","1","0.333333333333333","0.611111111111111","0.214285714285714","0.446146481570129","0.25","0.5","0.218217890235992","1","0.00768908568693155","0.519276411260439","0.0927626854954524","0.0625","0.123025370990905","0.0876874317501177",1.43647928485474,1.49713603557355
"./prediction_result/LR/JURECZKO_result/jEdit_3.2.1.csv_diffToPreviousRelease_jEdit_4.csv","./prediction","result/LR/JURECZKO","35","40","378","36","0.479452054794521","0.638082376772451","0.0956937799043062","0.392953284750925","0.153374233128834","0.492957746478873","0.388387896725061","0","0","0.649729407550049","0","0","0","0",1.80462352836259,2.00799687120945
"./prediction_result/LR/JURECZKO_result/jEdit_4.csv_diffToPreviousRelease_jEdit_4.1.csv","./prediction","result/LR/JURECZKO","31","6","442","43","0.558558558558559","0.588119151858529","0.0133928571428571","0.38336398910691","0.0708812260536398","0.418918918918919","0.55119073083816","0","0","0.368659005018124","0","0","0","0",1.84446155925211,2.54131620523648
"./prediction_result/LR/JURECZKO_result/jEdit_4.1.csv_diffToPreviousRelease_jEdit_4.2.csv","./prediction","result/LR/JURECZKO","30","39","618","16","0.521739130434783","0.770285429390502","0.0593607305936073","0.527727938719379","0.0981507823613087","0.652173913043478","0.492731444996839","0","0","0.256231481198987","0","0","0","0",2.08402647694233,2.86557313306225
"./prediction_result/LR/JURECZKO_result/jEdit_4.2.csv_diffToPreviousRelease_jEdit_4.3.csv","./prediction","result/LR/JURECZKO","4","24","1047","7","0.205128205128205","0.530093032086577","0.0224089635854342","0.233976622939791","0.0258780036968577","0.363636363636364","0.215593495510594","1","2.10613948207932e-05","0.0825871626246812","0.0118563218069216","0.000924214417744917","0.0227884291960982","0.00458926953019685",2.79876766746841,4.67321418957233
"./prediction_result/LR/JURECZKO_result/log4j_1.csv_diffToPreviousRelease_log4j_1.1.csv","./prediction","result/LR/JURECZKO","20","5","31","12","0.701754385964912","0.724299065420561","0.138888888888889","0.665916376781938","0.367647058823529","0.625","0.503219608282713","0","0","1.74261338007414","0","0","0","0",1.20940810881893,1.26314911339854
"./prediction_result/LR/JURECZKO_result/log4j_1.1.csv_diffToPreviousRelease_log4j_1.2.csv","./prediction","result/LR/JURECZKO","53","2","87","99","0.51207729468599","0.514018170670531","0.0224719101123595","0.654927460998333","0.228215767634855","0.348684210526316","0.375127854610493","0","0","1.61851374479574","0","0","0","0",0.789643625679978,0.90190928480976
"./prediction_result/LR/JURECZKO_result/lucene_2.csv_diffToPreviousRelease_lucene_2.2.csv","./prediction","result/LR/JURECZKO","49","24","160","54","0.556818181818182","0.614998431126451","0.130434782608696","0.718679458239278","0.254355400696864","0.475728155339806","0.380318498746204","0","0","0.983642834227405","0","0","0","0",0.977823458164569,1.11268121931563
