"community","source","target","tp","fp","tn","fn","f1","g1","pf","pci","pii","recall","mcc","ifa","ifap","mdd","ifap2","ifa_pii","ifa_pci","ifap3","roi2","roi3"
"./prediction_result/KNN5/JURECZKO_result/ant_1.3.csv_ant_1.4.csv","./prediction","result/KNN5/JURECZKO","3","8","217","37","0.117647058823529","0.139176910742918","0.0355555555555556","0.109517557708607","0.0415094339622641","0.075","0.0707935836648311","0","0","0.787187295499562","0","0","0","0",0.993199946185056,1.11236158601469
"./prediction_result/KNN5/JURECZKO_result/ant_1.4.csv_ant_1.5.csv","./prediction","result/KNN5/JURECZKO","13","33","336","19","0.333333333333333","0.561836774069072","0.0894308943089431","0.193848776278962","0.114713216957606","0.40625","0.269405491223135","0","0","0.780548931616474","0","0","0","0",2.63318236791747,2.7243011428224
"./prediction_result/KNN5/JURECZKO_result/ant_1.5.csv_ant_1.6.csv","./prediction","result/KNN5/JURECZKO","14","8","423","78","0.245614035087719","0.26349276974416","0.0185614849187935","0.151059094639813","0.0420650095602294","0.152173913043478","0.25342485218933","0","0","0.749692991736132","0","0","0","0",1.57591838340234,1.90900151751049
"./prediction_result/KNN5/JURECZKO_result/ant_1.6.csv_ant_1.7.csv","./prediction","result/KNN5/JURECZKO","72","71","829","94","0.466019417475728","0.589761577756479","0.0788888888888889","0.467576246752014","0.134146341463415","0.433734939759036","0.37752559939481","0","0","0.657499860608412","0","0","0","0",1.44164420034619,1.731844009595
"./prediction_result/KNN5/JURECZKO_result/camel_1.csv_camel_1.2.csv","./prediction","result/KNN5/JURECZKO","4","3","546","212","0.0358744394618834","0.0363600039956048","0.00546448087431694","0.00606244735061384","0.00915032679738562","0.0185185185185185","0.0617126627731749","1","6.35425571312124e-06","5.39787628399599","0.0030840975815107","0.00130718954248366","0.00486100562053775","0.00252076490635704",2.43460112381327,2.48635964164388
"./prediction_result/KNN5/JURECZKO_result/camel_1.2.csv_camel_1.4.csv","./prediction","result/KNN5/JURECZKO","63","162","815","82","0.340540540540541","0.571369751733194","0.165813715455476","0.340567953199025","0.200534759358289","0.43448275862069","0.225092710595526","1","4.8504362607972e-06","1.46280097555538","0.0031667275408812","0.00089126559714795","0.00544218948461446","0.00220237060023902",1.6059160249531,1.662554255876
"./prediction_result/KNN5/JURECZKO_result/camel_1.4.csv_camel_1.6.csv","./prediction","result/KNN5/JURECZKO","26","35","1029","162","0.208835341365462","0.241990629352919","0.0328947368421053","0.148822613525097","0.0487220447284345","0.138297872340426","0.174897044530246","5","1.75324226097712e-05","0.930170960318634","0.00419186442256444","0.00399361022364217","0.0043901186214867","0.00418717358247436",1.40016818033047,1.62412062700319
"./prediction_result/KNN5/JURECZKO_result/forrest_0.7.csv_forrest_0.8.csv","./prediction","result/KNN5/JURECZKO","1","5","28","1","0.25","0.629213483146068","0.151515151515152","0.357510599636584","0.171428571428571","0.5","0.214625462533077","1","0.00303712035995501","0.457813597226069","0.0674353205849269","0.0285714285714286","0.106299212598425","0.0551100749405679",1.89057656287063,2.0196863953785
"./prediction_result/KNN5/JURECZKO_result/jEdit_3.2.1.csv_jEdit_4.csv","./prediction","result/KNN5/JURECZKO","40","25","506","35","0.571428571428572","0.683899307315425","0.0470809792843691","0.382713164359758","0.107260726072607","0.533333333333333","0.517468953017544","0","0","0.653414763666424","0","0","0","0",2.17698674867229,2.63233804802524
"./prediction_result/KNN5/JURECZKO_result/jEdit_4.csv_jEdit_4.1.csv","./prediction","result/KNN5/JURECZKO","33","17","548","46","0.511627906976744","0.583948205434555","0.0300884955752212","0.487474572651974","0.077639751552795","0.417721518987342","0.475204247105624","0","0","0.475013153570936","0","0","0","0",1.4783611071093,2.14718169697142
"./prediction_result/KNN5/JURECZKO_result/jEdit_4.1.csv_jEdit_4.2.csv","./prediction","result/KNN5/JURECZKO","30","44","713","18","0.491803278688525","0.751396353672674","0.0581241743725231","0.523543860502444","0.0919254658385093","0.625","0.464602932881282","0","0","0.220377955581445","0","0","0","0",2.03097042614847,2.84895482045727
