relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
tika-core/src/main/java/org/apache/tika/Tika.java,1.42857142857143,4,4.75332528931779,5.3616030053486,24,0.7284313590846841,50,6.2285714285714295,4,4,0,35,35,35,35,0,35,55,224,143,0,0,0,0,0,0,35,0,0,0,0,0,0,0.0,0.0,0,0,0,16,0,0,100,0,100,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/BatchProcess.java,4.3125,21,6.28022572094056,6.723561730989361,5,5.16864041600884,69,20.375,13,13,0,16,16,16,16,10,6,28,404,281,0,0,0,0,0,0,16,0,0,0,0,0,0,0.0,0.0,0,0,0,18,7,7,53,0,53,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/BatchProcessDriverCLI.java,2.81818181818182,11,6.01793396412681,5.72642832315315,6,2.9792672014861696,31,14.9090909090909,22,22,1,10,11,11,11,5,6,11,271,194,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,4,11,7,8,0,8,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/Interrupter.java,5.0,5,2.92192809488736,4.06148218672077,0,0.0,5,17.0,1,1,0,1,1,1,1,0,1,2,20,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/builders/DefaultContentHandlerFactoryBuilder.java,3.0,3,3.27761343681912,4.26759592321316,0,0.0,3,16.0,0,0,0,1,1,1,1,0,1,3,19,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,4,0,0,9,0,9,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/BasicTikaFSConsumer.java,2.75,8,4.42325179698034,5.517011720017999,3,3.03108891324554,11,14.75,24,6,0,4,4,22,4,0,4,10,68,46,2,0,2,0,0,0,4,18,0,2,0,0,1,0.177777777777778,0.0,1,1,0,9,3,3,31,24,7,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/FSBatchProcessCLI.java,2.6666666666666696,4,3.9572940290273295,6.01967965643528,2,1.37436854187255,16,14.833333333333302,3,3,1,5,6,6,6,3,3,7,94,70,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,6,3,3,8,0,8,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/FSDirectoryCrawler.java,4.0,14,4.61842697763166,5.29891597779545,2,5.01996015920445,20,16.2,21,4,0,5,5,19,5,1,4,12,102,69,1,0,1,1,1,0,4,14,1,1,0,0,1,0.155555555555556,0.0526315789473684,0,0,0,3,4,3,12,8,4,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/FSFileResource.java,1.33333333333333,2,3.94546495249511,5.03799016395301,4,0.471404520791032,8,6.0,3,3,0,6,6,6,6,1,5,6,45,30,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,5,3,3,9,0,9,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/FSListCrawler.java,2.25,5,3.6818808028034,5.10472215979238,2,1.6393596310755,9,11.0,19,2,0,4,4,18,4,1,3,11,49,33,1,0,1,1,1,0,3,14,1,1,0,0,1,0.1472222222222219,0.0555555555555556,0,0,0,1,2,2,12,8,4,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/FSOutputStreamFactory.java,3.0,7,4.39841284836405,4.84790590768299,2,2.82842712474619,9,12.666666666666698,4,4,0,3,3,3,3,0,3,9,52,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,4,4,8,0,8,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/FSUtil.java,3.8,12,4.30829468733384,5.60271570733739,1,4.1182520563948,19,14.8,1,1,5,0,5,5,5,0,5,15,85,52,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/RecursiveParserWrapperFSConsumer.java,3.0,9,4.21366068968818,5.8590971354902806,3,3.46410161513775,12,19.0,23,5,0,4,4,22,4,0,4,9,84,59,2,0,2,0,0,0,4,18,0,2,0,0,1,0.177777777777778,0.0,1,1,0,13,3,3,41,20,21,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/builders/BasicTikaFSConsumersBuilder.java,6.5,18,3.5292830169449707,6.1657405196672,1,6.80073525436772,26,29.0,0,0,0,4,4,6,4,3,1,10,119,90,1,1,1,0,0,0,4,2,0,1,1,1,1,0.133333333333333,0.0,2,1,1,19,0,0,70,0,70,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/builders/FSCrawlerBuilder.java,5.0,8,3.90176125768048,5.86156958569913,0,2.16024689946929,15,21.0,10,10,0,3,3,3,3,2,1,8,76,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,9,10,1,68,0,68,0,0.0,NON
tika-batch/src/main/java/org/apache/tika/batch/fs/strawman/StrawManTikaAppDriver.java,2.75,8,6.21400872898089,5.70592280068434,3,3.03108891324554,11,15.0,7,7,2,2,4,4,4,0,4,7,176,133,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,1,5,4,1,0,1,0,0.0,NON
tika-app/src/main/java/org/apache/tika/cli/BatchCommandLineBuilder.java,11.0,16,3.2368573034220693,4.85730831061415,0,3.74165738677394,33,43.6666666666667,1,1,3,0,3,3,3,3,0,6,134,110,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,NON
