className,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,bugDensity,type
org.apache.camel.component.cxf.CxfComponent,5,3,0,7,10,0,1,7,4,0.25,43,1.0,1,0.921052632,0.36,1,2,7.4,1,0.6,0,0.0,NON
org.apache.camel.component.jetty.JettyHttpComponent,20,4,0,26,95,144,2,26,13,0.842105263,433,1.0,0,0.727272727,0.197368421,4,5,20.3,3,1.0,0,0.0,NON
org.apache.camel.language.simple.SimpleLanguage,3,2,0,8,22,3,2,6,2,2.0,165,0.0,0,0.75,0.666666667,1,3,54.0,15,5.3333,1,0.006060606060606,NON
org.apache.camel.component.file.FileProcessStrategy,3,1,0,6,3,3,5,2,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.apache.camel.component.restlet.RestletConstants,1,1,0,0,2,0,0,0,0,2.0,9,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0,0.0,NON
org.apache.camel.impl.DefaultLifecycleStrategy,6,1,0,9,17,15,2,7,6,2.0,46,0.0,0,0.0,0.333333333,0,0,6.666666667,4,1.3333,1,0.0434782608695652,NON
org.apache.camel.RecipientList,0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,NON
org.apache.camel.language.simple.FileExpressionBuilder,10,1,0,11,20,45,1,10,9,2.0,52,0.0,0,0.0,0.15,0,0,4.2,1,0.9,1,0.0576923076923076,NON
org.apache.camel.component.file.remote.RemoteFileComponent,10,3,0,10,33,25,3,10,7,0.222222222,165,1.0,1,0.833333333,0.3,2,3,15.4,3,0.9,0,0.0,NON
org.apache.camel.component.file.remote.SftpEndpoint,8,4,0,18,33,22,4,18,7,0.142857143,141,1.0,0,0.872340426,0.3125,0,0,16.5,1,0.75,0,0.0,NON
org.apache.camel.model.loadbalancer.StickyLoadBalanceStrategy,9,3,0,3,15,6,0,3,8,0.4375,82,1.0,2,0.666666667,0.416666667,1,2,7.888888888999999,3,0.8889,1,0.0121951219512195,NON
org.apache.camel.impl.converter.AsyncProcessorTypeConverter,4,1,0,17,8,6,11,6,4,2.0,53,0.0,0,0.0,0.45,0,0,12.25,5,2.0,0,0.0,NON
org.apache.camel.processor.resequencer.ResequencerEngine,16,1,0,8,36,62,2,6,11,0.72,184,1.0,3,0.0,0.229166667,0,0,10.1875,4,1.3125,0,0.0,NON
org.apache.camel.impl.converter.ArrayTypeConverter,3,1,0,3,20,3,1,2,3,2.0,127,0.0,0,0.0,0.666666667,0,0,41.33333333,13,4.6667,0,0.0,NON
org.apache.camel.model.dataformat.JsonDataFormat,3,3,0,2,4,1,1,1,3,0.5,15,1.0,0,0.818181818,0.666666667,0,0,3.666666667,1,0.6667,1,0.0666666666666666,NON
org.apache.camel.component.mina.MinaPayloadHelper,5,1,0,6,15,10,3,4,4,2.0,60,0.0,0,0.0,0.45,0,0,11.0,2,1.6,0,0.0,NON
org.apache.camel.ProducerTemplate,33,1,0,17,33,528,11,6,33,2.0,33,0.0,0,0.0,0.387205387,0,0,0.0,1,1.0,1,0.0606060606060606,NON
org.apache.camel.scala.dsl.languages.El,3,1,0,5,3,3,2,4,3,2.0,3,0.0,0,0.0,0.7777777779999999,0,0,0.0,1,1.0,0,0.0,NAN
org.apache.camel.component.cxf.CxfSoapConsumer,7,1,0,32,61,0,3,32,3,0.6333333329999999,204,1.0,2,0.0,0.416666667,0,0,27.42857143,1,0.7143,0,0.0,NON
org.apache.camel.component.file.FileProducer,11,3,0,14,63,7,1,14,5,0.35,416,1.0,1,0.7,0.25,0,0,36.63636364,11,1.8182,0,0.0,NON
org.apache.camel.component.bean.DefaultParameterMappingStrategy,4,1,0,4,10,0,1,3,4,0.0,39,1.0,0,0.0,0.583333333,0,0,8.5,1,0.75,1,0.0512820512820512,NON
org.apache.camel.model.ChoiceType,14,3,0,21,43,59,9,13,13,0.641025641,208,1.0,1,0.936170213,0.2615384619999999,1,3,13.64285714,3,1.1429,0,0.0,NON
org.apache.camel.scala.dsl.SRouteType,7,2,0,8,8,15,2,8,7,0.7222222220000001,45,1.0,3,0.846153846,0.357142857,1,20,5.0,1,0.8571,0,0.0,NAN
org.apache.camel.processor.ConvertBodyProcessor,3,1,0,9,18,0,2,7,2,0.5,61,1.0,0,0.0,0.666666667,0,0,18.66666667,1,0.3333,0,0.0,NON
org.apache.camel.component.bean.RegistryBean,15,1,1,15,29,45,4,11,12,0.7142857140000001,171,1.0,5,0.0,0.35,0,0,9.933333333,3,1.2,0,0.0,NON
org.apache.camel.language.Constant,1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,0.0,NON
org.apache.camel.component.cxf.CxfSoapComponent,5,3,0,10,18,8,0,10,3,0.25,62,1.0,1,0.897435897,0.4,1,3,11.2,1,0.8,0,0.0,NON
org.apache.camel.dataformat.hl7.HL7Converter,3,1,0,6,8,3,2,4,2,2.0,31,0.0,0,0.0,0.333333333,0,0,9.333333333,1,0.6667,0,0.0,NON
org.apache.camel.model.TryType,14,4,0,11,37,73,3,9,13,0.634615385,236,1.0,1,0.932291667,0.257142857,1,16,15.57142857,6,1.5,0,0.0,NON
org.apache.camel.builder.RouteBuilder,27,2,6,26,61,105,12,14,22,0.666666667,265,1.0,1,0.537037037,0.113756614,1,3,8.703703704,4,1.0741,1,0.030188679245283,NON
org.apache.camel.component.mail.MailConfiguration,50,1,0,8,84,1011,5,4,48,0.947648625,726,0.869565217,0,0.0,0.1825,0,0,13.06,9,1.5,0,0.0,NON
org.apache.camel.util.IntrospectionSupport,20,1,0,20,98,178,15,5,12,0.6315789470000001,880,1.0,0,0.0,0.276315789,0,0,42.95,15,2.85,0,0.0,NON
org.apache.camel.TypeConverter,2,1,0,38,2,1,37,1,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0,0.0,NON
org.apache.camel.impl.converter.StaticMethodTypeConverter,4,1,0,4,11,0,1,3,4,0.166666667,67,1.0,0,0.0,0.5,0,0,15.25,2,1.0,0,0.0,NON
org.apache.camel.component.bean.MethodInfoCache,8,1,0,7,15,22,3,4,4,0.6190476189999999,100,1.0,1,0.0,0.354166667,0,0,11.125,2,0.875,0,0.0,NON
org.apache.camel.language.simple.AbstractSimpleLanguage,7,1,2,7,23,21,2,5,3,2.0,133,0.0,0,0.0,0.666666667,0,0,18.0,5,1.8571,0,0.0,NON
org.apache.camel.impl.DefaultComponentResolver,3,1,0,10,22,1,1,9,2,0.5,141,1.0,1,0.0,0.666666667,0,0,45.33333333,6,2.0,0,0.0,NON
