relName,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,bug,bugDensity,type
activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,0,3,162,4,0,1,0,26,1,4,0,0,1,21,34,1,21,26,46,2,4,4,19,34,26,21,46,102,29,0.33,26,75,4,48,0,21,1,88,1,2,5,3,7,1.9047619047619,0,5,1.7142857142857095,1,6,1.33333333333333,1,2,0.3478260869565219,0,1,1,1,4,1,0.919753086419753,1.0,0,2,1,1,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,0,8,106,4,0,1,0,15,3,8,0,0,3,6,23,1,6,15,27,1,4,4,5,34,15,6,27,72,25,0.32,11,52,4,39,0,6,3,54,2,2,3,1,10,4.5,1,7,3.1666666666666696,0,6,2.8333333333333304,1,2,1.125,0,2,2,2,5,3,0.783018867924528,0.5,0,2,2,1,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/component/ActiveMQConfiguration.java,0,6,192,6,0,1,0,27,2,8,1,2,2,16,58,1,16,26,39,3,5,6,13,53,26,21,37,114,39,0.51,20,76,6,49,0,15,2,85,2,0,2,1,4,2.0,0,11,2.5,1,24,2.75,1,3,0.666666666666667,0,2,2,2,4,3,0.734375,0.5,0,2,2,1,1,0.0175438596491228,NON
activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader.java,0,7,194,6,0,1,1,31,2,8,0,0,2,18,26,2,18,30,59,6,4,6,12,66,30,18,62,144,42,0.18,24,104,6,71,0,18,2,81,1,0,8,4,5,2.3333333333333304,0,11,3.0,1,12,2.05555555555556,1,3,0.666666666666667,0,0,0,0,0,0,0.9793814432989691,0.0,0,1,0,1,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalComponent.java,0,5,39,1,0,1,0,1,1,5,0,0,1,1,21,1,1,1,10,1,0,1,0,3,1,1,9,14,2,1.5,4,11,1,9,0,1,1,0,2,0,1,1,3,3.0,3,3,3.0,3,1,1.0,1,0,0.0,0,0,0,0,0,0,0.9487179487179492,0.0,0,2,0,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalEndpoint.java,0,8,232,5,1,1,1,32,2,9,0,0,2,20,22,4,20,32,56,5,10,5,14,99,32,20,60,184,75,0.12,26,135,5,96,0,20,2,81,2,0,4,2,8,2.9,0,17,3.4,1,6,1.75,1,4,0.84,0,0,0,0,0,0,0.926724137931034,0.0,0,2,0,2,0,0.0,NON
activemq-optional/src/main/java/org/apache/activemq/benchmark/Consumer.java,0,9,108,7,0,1,0,16,3,11,1,0,3,6,24,1,6,15,21,2,0,7,4,36,15,6,22,68,29,0.35,16,51,7,35,1,5,3,0,2,0,0,2,5,2.3333333333333304,1,11,4.83333333333333,1,64,12.0,1,1,0.75,0,0,0,0,0,0,0.8148148148148149,0.0,0,2,0,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQMessageConverter.java,1,6,102,3,0,1,0,9,1,8,1,2,1,7,36,2,7,9,28,0,1,3,6,25,9,9,27,55,14,0.65,11,41,3,31,0,6,1,60,1,0,3,2,2,1.42857142857143,0,5,2.14285714285714,1,3,1.28571428571429,1,1,0.3,0,0,0,0,0,0,0.990291262135922,0.0,0,1,0,1,1,0.0181818181818181,IL
activemq-camel/src/main/java/org/apache/camel/web/resources/RoutesResource.java,0,5,110,3,0,1,0,11,2,7,0,2,2,7,39,1,7,11,34,0,0,3,7,21,11,9,28,60,14,0.65,11,42,3,29,0,7,2,0,2,0,0,1,3,1.28571428571429,0,4,3.0,1,3,1.57142857142857,1,2,1.0,0,1,1,1,110,0,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-camel/src/test/java/org/apache/activemq/camel/CamelEmbeddedBrokerTestSupport.java,0,4,145,3,0,1,0,14,1,7,0,2,1,12,50,1,12,14,31,12,2,3,0,26,14,12,28,70,24,0.71,26,52,3,37,0,12,1,70,5,0,0,1,4,1.9166666666666696,1,9,2.3333333333333304,0,4,1.25,1,1,0.1875,0,0,0,0,0,0,0.993103448275862,0.0,0,1,0,1,0,0.0,NON
