relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
zeppelin-server/src/main/java/org/apache/zeppelin/rest/LoginRestApi.java,3.6666666666666696,9,3.6818808028034,5.46270659569738,2,3.7712361663282494,11,17.6666666666667,1,1,0,3,3,3,3,0,3,6,61,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,24,0,24,1,0.0163934426229508,NON
zeppelin-zengine/src/test/java/org/apache/zeppelin/interpreter/mock/MockInterpreter1.java,1.4,5,4.49887110712615,5.01965621313712,9,1.2,14,4.4,8,2,0,10,10,33,10,0,10,8,56,32,1,0,1,7,7,0,3,23,7,1,0,0,1,0.298015873015873,0.212121212121212,1,1,0,7,1,1,19,2,17,0,0.0,NON
zeppelin-server/src/main/java/org/apache/zeppelin/rest/NotebookRestApi.java,1.75609756097561,6,4.813597709387951,6.46404556329685,22,1.05415525780363,72,12.0,6,6,0,41,41,41,41,9,32,64,590,381,0,0,0,0,0,0,41,0,0,0,0,0,0,0.0,0.0,0,0,0,22,5,5,445,0,445,1,0.0016949152542372,NON
zeppelin-interpreter/src/main/java/org/apache/zeppelin/display/GUI.java,1.6363636363636398,4,4.21882272098863,4.62346201987514,7,0.9791208740244548,18,5.36363636363636,2,2,0,11,11,11,11,1,10,13,63,45,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,15,0,15,1,0.0158730158730158,NON
zeppelin-interpreter/src/main/java/org/apache/zeppelin/display/Input.java,2.7037037037037,23,4.75062395063474,6.27424405145602,19,4.56082200855175,73,12.2222222222222,9,9,12,15,27,27,27,5,22,42,377,291,0,0,0,0,0,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,1,7,3,7,0,7,0,0.0,NON
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/Constants.java,0.0,0,2.6416041678685898,0.0,0,0.0,0,0.0,5,5,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0.0,NON
zeppelin-server/src/main/java/org/apache/zeppelin/server/ZeppelinServer.java,2.0,4,5.63500699801522,7.042193558007231,4,1.0,20,21.5,13,13,7,3,10,10,10,6,4,13,232,171,1,0,1,0,0,0,10,0,0,1,0,0,1,0.1515151515151519,0.0,0,0,0,29,12,12,141,0,141,1,0.0043103448275862,NON
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/InterpreterOutput.java,2.18181818181818,16,5.471071234509469,5.655201616533481,12,3.0842173552158902,48,10.227272727272698,14,14,0,22,22,22,22,2,20,17,245,175,1,0,1,0,0,0,22,0,0,1,0,0,1,0.159420289855072,0.0,0,0,0,7,5,4,28,0,28,0,0.0,NON
geode/src/main/java/org/apache/zeppelin/geode/GeodeOqlInterpreter.java,2.0,7,5.47443246692896,6.108431139978499,11,1.5894388284780498,38,7.52631578947368,15,9,0,19,19,43,19,7,12,24,162,112,1,0,1,6,6,0,13,24,6,1,0,0,1,0.3325396825396829,0.13953488372093,2,2,0,6,5,5,12,8,4,0,0.0,NON
geode/src/test/java/org/apache/zeppelin/geode/GeodeOqlInterpreterTest.java,1.0,1,4.10282742609841,5.98879604628566,11,0.0,11,7.0,1,1,1,10,11,11,11,2,9,4,95,66,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,0.0,0,0,0,5,1,1,38,0,38,0,0.0,NON
zeppelin-server/src/main/java/org/apache/zeppelin/utils/SecurityUtils.java,3.3333333333333304,9,4.32484872960213,5.99541049073676,1,2.6246692913372702,20,13.5,4,4,6,0,6,6,6,0,6,3,87,64,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,2,3,3,3,0,3,1,0.0114942528735632,NON
zeppelin-interpreter/src/main/java/org/apache/zeppelin/interpreter/LazyOpenInterpreter.java,1.16,3,4.627950508742019,4.98978197563155,22,0.463033476111609,29,4.16,8,2,0,25,25,33,25,0,25,22,133,72,1,0,1,22,22,0,3,8,22,1,0,0,1,0.3694444444444439,0.666666666666667,0,0,0,5,1,1,45,45,0,1,0.0075187969924812,NON
