relName,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,bug,bugDensity,type
examples/camel-example-cxf/src/main/java/org/apache/camel/example/cxf/provider/Server.java,0,5,50,2,0,1,0,4,1,7,1,1,1,3,20,1,3,4,9,0,1,2,3,10,4,3,9,23,9,0.87,7,18,2,13,0,2,1,33,1,0,0,1,3,1.33333333333333,0,4,2.3333333333333304,1,2,1.33333333333333,1,1,0.6,0,0,0,0,0,0,0.9,0.0,0,2,0,1,0,0.0,NON
examples/camel-example-cxf/src/test/java/org/apache/camel/example/camel/transport/CamelTransportClientServerTest.java,0,12,87,2,0,1,2,6,2,15,2,0,2,3,17,1,3,6,25,0,0,2,3,28,6,3,22,56,22,0.3,15,44,2,37,2,1,2,33,2,0,2,1,2,1.33333333333333,1,14,7.66666666666667,1,2,2.0,2,1,1.0,1,0,0,0,0,0,0.8850574712643678,0.0,0,2,0,2,0,0.0,NON
examples/camel-example-cxf/src/test/java/org/apache/camel/example/cxf/httptojms/CxfHttpJmsClientServerTest.java,0,11,63,2,0,1,1,3,2,13,0,0,2,2,17,1,2,3,20,1,0,2,1,17,3,2,18,36,11,0.47,11,29,2,25,2,2,2,50,5,0,1,1,2,1.0,0,13,7.0,1,2,1.5,1,1,0.75,0,1,1,1,1,1,0.873015873015873,1.0,0,3,1,0,0,0.0,NON
examples/camel-example-cxf/src/test/java/org/apache/camel/example/cxf/jaxrs/JAXRSClientServerTest.java,0,7,84,2,0,1,0,7,1,8,1,0,1,5,17,1,5,7,27,1,0,2,4,26,7,5,23,55,18,0.31,12,41,2,33,0,4,1,0,5,0,6,1,1,0.4,0,8,4.6,1,2,1.4,1,1,0.5714285714285711,0,1,1,1,1,1,0.857142857142857,1.0,0,2,1,2,0,0.0,NON
examples/camel-example-cxf/src/test/java/org/apache/camel/example/provider/ProviderClientServerTest.java,0,5,48,1,0,1,0,2,1,7,0,1,1,2,19,1,2,2,15,1,1,1,1,6,2,2,13,22,4,0.86,8,17,1,14,1,2,1,0,5,0,2,1,1,1.0,1,5,4.0,3,1,1.0,1,0,0.0,0,1,1,1,1,1,0.854166666666667,1.0,0,2,1,0,0,0.0,NON
examples/camel-example-docs/src/test/java/org/apache/camel/example/docs/IntegrationTest.java,0,3,31,1,0,1,0,1,1,4,0,1,1,1,20,1,1,1,5,0,0,1,1,1,1,1,5,8,1,2.5,3,6,1,4,0,1,1,0,2,0,1,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.9032258064516128,0.0,0,2,0,1,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/BacklogTracerEventMessage.java,0,1,52,1,7,1,0,7,1,2,0,1,1,7,27,1,7,7,13,0,2,1,0,2,7,7,13,14,0,1.93,11,13,1,12,0,7,1,100,2,1,0,1,6,2.71428571428571,1,1,1.0,1,1,1.0,1,0,0.0,0,3,3,1,53,1,1.0,1.0,0,1,1,0,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedCamelContextMBean.java,0,1,173,1,37,1,0,37,1,1,0,0,1,37,51,1,37,37,81,0,0,1,0,0,37,37,44,81,0,0.63,41,44,1,43,0,37,1,0,2,1,2,1,0,0.0,0,1,0.621621621621622,0,1,1.0,1,0,0.0,0,3,3,2,35,2,0.8563218390804599,0.666666666666667,0,2,2,0,0,0.0,NON
examples/camel-example-etl/src/main/java/org/apache/camel/example/etl/Main.java,0,3,28,1,0,1,0,1,1,3,1,0,1,1,21,1,1,1,3,0,0,1,1,1,1,1,3,6,1,3.5,1,4,1,2,0,0,1,0,5,0,0,1,1,1.0,1,2,2.0,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.892857142857143,0.0,0,1,0,3,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedConsumerCacheMBean.java,0,1,47,1,8,1,0,8,1,1,0,0,1,8,16,1,8,8,20,0,0,1,0,0,8,8,12,20,0,0.8,11,12,1,11,0,8,1,0,1,1,2,1,0,0.0,0,1,0.75,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,NON
examples/camel-example-etl/src/test/java/org/apache/camel/example/etl/IntegrationTest.java,0,3,31,1,0,1,0,1,1,4,0,1,1,1,20,1,1,1,5,0,0,1,1,1,1,1,5,8,1,2.5,3,6,1,4,0,1,1,0,2,0,1,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,0.967741935483871,0.0,0,1,0,1,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedCounterMBean.java,0,1,34,1,3,1,0,3,1,1,0,0,1,3,16,1,3,3,11,0,0,1,0,0,3,3,8,11,0,1.45,7,8,1,7,0,3,1,0,0,2,2,0,0,0.0,0,1,0.666666666666667,0,1,1.0,1,0,0.0,0,1,1,1,5,0,1.0,1.0,0,1,1,0,0,0.0,NON
examples/camel-example-ftp/src/main/java/org/apache/camel/example/ftp/MyFtpClient.java,1,4,36,1,0,1,0,2,1,4,1,0,1,2,19,1,2,2,6,0,0,1,1,4,2,2,6,12,3,1.58,5,9,1,6,0,1,1,0,1,0,3,1,0,0.0,0,4,2.5,1,1,1.0,1,0,0.0,0,2,2,2,37,1,0.8888888888888891,0.5,0,2,2,0,0,0.0,NON
examples/camel-example-ftp/src/main/java/org/apache/camel/example/ftp/MyFtpClientRouteBuilder.java,0,16,50,1,0,1,0,1,1,22,0,3,1,1,22,1,1,1,7,0,0,1,1,14,1,1,6,22,9,1.0,6,15,1,13,3,1,1,0,3,0,3,1,1,1.0,1,10,10.0,10,1,1.0,1,0,0.0,0,2,2,1,51,1,1.0,1.0,0,1,1,0,0,0.0,NON
examples/camel-example-ftp/src/main/java/org/apache/camel/example/ftp/MyFtpServer.java,1,4,36,1,0,1,0,2,1,4,1,0,1,2,19,1,2,2,6,0,0,1,1,4,2,2,6,12,3,1.58,5,9,1,6,0,1,1,0,1,0,3,1,0,0.0,0,4,2.5,1,1,1.0,1,0,0.0,0,2,2,2,37,1,0.8888888888888891,0.5,0,2,2,0,0,0.0,NON
examples/camel-example-ftp/src/main/java/org/apache/camel/example/ftp/MyFtpServerRouteBuilder.java,0,14,48,1,0,1,0,1,1,20,0,3,1,1,22,1,1,1,7,0,0,1,1,12,1,1,6,20,8,1.1,6,14,1,12,3,1,1,0,3,0,3,1,1,1.0,1,10,10.0,10,1,1.0,1,0,0.0,0,2,2,1,50,2,1.0,1.0,0,1,1,0,0,0.0,NON
examples/camel-example-gae/src/main/java/org/apache/camel/example/gae/ReportGenerator.java,0,19,57,2,0,1,1,3,2,25,0,4,2,1,20,1,1,2,18,0,0,3,1,17,2,1,17,29,6,0.69,11,23,2,20,5,1,3,0,1,0,4,2,3,3.0,3,12,12.0,12,2,2.0,2,1,1.0,1,1,1,1,4,3,0.842105263157895,1.0,0,3,1,0,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedPerformanceCounterMBean.java,0,1,91,1,22,1,0,22,1,1,0,0,1,22,16,1,22,22,49,0,0,1,0,0,22,22,27,49,0,0.33,26,27,1,26,0,22,1,0,1,4,2,1,2,0.136363636363636,0,1,0.954545454545455,0,1,1.0,1,0,0.0,0,1,1,1,3,0,0.9891304347826092,1.0,0,1,1,1,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedProcessorMBean.java,0,1,44,1,7,1,0,7,1,1,0,0,1,7,16,1,7,7,18,0,0,1,0,0,7,7,11,18,0,0.89,10,11,1,10,0,7,1,0,2,6,2,1,2,0.857142857142857,0,1,0.7142857142857142,0,1,1.0,1,0,0.0,0,1,1,1,3,0,0.933333333333333,1.0,0,2,1,0,0,0.0,NON
camel-core/src/main/java/org/apache/camel/api/management/mbean/ManagedProducerCacheMBean.java,0,1,47,1,8,1,0,8,1,1,0,0,1,8,16,1,8,8,20,0,0,1,0,0,8,8,12,20,0,0.8,11,12,1,11,0,8,1,0,1,1,2,1,0,0.0,0,1,0.75,0,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,NON
examples/camel-example-gae/src/main/java/org/apache/camel/example/gae/RequestProcessor.java,0,11,43,2,0,1,1,2,2,12,0,0,2,1,16,1,1,2,14,0,0,2,1,9,2,1,14,21,4,0.76,6,18,2,15,1,1,2,0,1,0,3,2,2,2.0,2,8,8.0,8,2,2.0,2,1,1.0,1,1,1,1,3,3,0.9302325581395352,1.0,0,2,1,0,0,0.0,NON
examples/camel-example-gae/src/main/java/org/apache/camel/example/gae/TutorialRouteBuilder.java,3,9,84,2,0,1,0,6,1,9,3,1,1,5,23,2,5,6,19,0,0,2,2,32,6,5,19,54,12,0.43,12,31,2,24,0,2,1,0,3,0,9,2,4,2.4,1,14,5.8,1,2,1.2,1,1,0.375,0,0,0,0,0,0,0.6785714285714289,0.0,0,2,0,0,0,0.0,NON
