relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
samples/spring-hibernate/src/main/java/org/apache/shiro/samples/sprhib/web/LoginCommand.java,1.0,1,3.11583409216322,3.00488616409184,6,0.0,6,3.0,3,3,0,6,6,6,6,0,6,3,23,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0.0,NON
core/src/main/java/org/apache/shiro/authc/pam/ModularRealmAuthenticator.java,2.2,6,4.597794209361701,5.13434209244055,5,1.6,22,8.7,5,3,0,10,10,17,10,5,5,9,92,64,1,0,1,2,2,0,8,7,2,1,0,0,1,0.222222222222222,0.117647058823529,0,0,0,10,2,2,10,2,8,0,0.0,NON
core/src/main/java/org/apache/shiro/authc/AbstractAuthenticator.java,2.22222222222222,9,4.5448760863036695,4.679950066679719,4,2.48451997499977,20,8.22222222222222,2,2,0,9,9,9,9,4,5,11,80,53,0,1,0,8,0,8,9,0,0,0,7,7,0,0.0,0.0,0,0,0,5,2,2,5,0,5,0,0.0,NON
core/src/test/java/org/apache/shiro/authc/AbstractAuthenticatorTest.java,1.25,3,4.1279868068776695,5.276967203162741,10,0.5951190357119039,15,8.58333333333333,2,2,0,12,12,12,12,3,9,2,116,77,0,0,0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,2,35,0,35,0,0.0,NON
web/src/main/java/org/apache/shiro/web/filter/authc/FormAuthenticationFilter.java,1.42105263157895,6,4.9283672749619,5.361448419624651,16,1.18391809254758,27,4.94736842105263,27,9,0,19,19,70,19,9,10,24,107,72,9,0,9,6,6,0,13,51,6,9,0,0,1,0.480325814536341,0.7714285714285709,0,0,0,4,9,2,34,23,11,0,0.0,NON
samples/aspectj/src/main/java/org/apache/shiro/samples/aspectj/bank/Account.java,1.3076923076923102,5,4.669547811769951,5.08800986209601,12,1.0658774200423902,17,5.307692307692309,8,8,0,13,13,13,13,2,11,5,79,52,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,4,4,3,13,0,13,0,0.0,NON
web/src/test/java/org/apache/shiro/web/mgt/CookieRememberMeManagerTest.java,1.16666666666667,2,2.87290559532006,5.53426763901919,5,0.372677996249965,7,22.6666666666667,0,0,0,6,6,6,6,0,6,1,144,109,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,13,0,0,42,0,42,0,0.0,NON
samples/spring-hibernate/src/main/java/org/apache/shiro/samples/sprhib/dao/BootstrapDataPopulator.java,1.0,1,3.49922754713269,3.3118441013102,3,0.0,3,4.66666666666667,2,2,0,3,3,3,3,0,3,2,21,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,3,0,3,0,0.0,NON
core/src/main/java/org/apache/shiro/mgt/AbstractRememberMeManager.java,1.20689655172414,3,5.469603267452,5.7007682803603,22,0.713384857433697,35,4.51724137931035,5,5,0,29,29,29,29,13,16,35,138,95,0,2,0,7,0,7,29,0,0,0,2,3,0,0.0,0.0,0,0,0,13,1,1,2,0,2,0,0.0,NON
core/src/main/java/org/apache/shiro/session/mgt/AbstractValidatingSessionManager.java,1.7037037037037,9,5.35668077791032,5.693000935473861,18,1.78086152298834,46,6.59259259259259,12,5,0,27,27,60,27,18,9,23,188,127,2,3,2,12,2,10,25,33,2,2,2,5,1,0.232722832722833,0.0666666666666667,3,1,2,12,1,1,18,10,8,0,0.0,NON
support/cas/src/main/java/org/apache/shiro/cas/CasFilter.java,1.6666666666666698,5,4.56096816339406,4.84334589764192,5,1.4907119849998602,10,6.66666666666667,21,3,0,6,6,59,6,5,1,18,50,29,9,0,9,6,6,0,2,53,4,9,0,0,1,0.390058479532164,0.610169491525424,1,1,0,5,3,2,19,13,6,0,0.0,NON
core/src/main/java/org/apache/shiro/authz/permission/WildcardPermission.java,2.36363636363636,7,4.0220552088742,5.085312850827309,6,2.05703790890632,26,8.0,5,5,0,11,11,11,11,5,6,9,95,72,0,1,0,0,0,0,11,0,0,0,1,1,0,0.0,0.0,1,0,1,2,4,2,6,0,6,0,0.0,NON
