relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA.,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
core/src/test/java/org/apache/shiro/subject/DelegatingSubjectTest.java,1.0,1,3.08505510275648,5.68792361537306,6,0.0,6,20.0,0,0,0,6,6,6,6,0,6,0,128,111,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,17,0,0,68,0,68,0,0.0,NON
core/src/test/java/org/apache/shiro/authz/permission/DomainPermissionTest.java,1.0,1,2.40400975732486,3.79294452447025,5,0.0,5,35.2,0,0,0,5,5,5,5,0,5,0,183,172,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,31,0,31,0,0.0,NON
web/src/test/java/org/apache/shiro/web/filter/authc/BasicHttpFilterAuthenticationTest.java,1.0,1,3.62117554291947,4.750514737272731,6,0.0,6,11.5,1,1,0,6,6,6,6,1,5,2,77,65,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,4,1,1,6,0,6,0,0.0,NON
web/src/main/java/org/apache/shiro/web/filter/authc/BasicHttpAuthenticationFilter.java,1.6,5,4.52466714359221,5.17706725222162,11,1.14309521329882,24,5.6,24,6,0,15,15,69,15,9,6,19,93,68,9,0,9,3,3,0,12,54,3,9,0,0,1,0.405578047683311,0.391304347826087,0,0,0,3,6,2,25,19,6,0,0.0,NON
web/src/main/java/org/apache/shiro/web/session/mgt/DefaultWebSessionManager.java,1.85,5,5.2255523532506505,5.742983162084109,10,1.06183802907977,37,7.9,20,3,0,20,20,85,20,13,7,29,170,117,4,1,4,7,7,0,13,65,7,4,1,1,1,0.280026455026455,0.329411764705882,3,3,0,12,1,1,80,22,58,0,0.0,NON
samples/spring/src/main/java/org/apache/shiro/samples/spring/web/LoginCommand.java,1.0,1,2.60623892865339,2.5,4,0.0,4,3.0,2,2,0,4,4,4,4,0,4,2,15,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,0.0,NON
web/src/test/java/org/apache/shiro/web/mgt/DefaultWebSecurityManagerTest.java,1.18181818181818,2,4.25184111379508,5.97227261639354,9,0.385694607919935,13,10.9090909090909,1,1,0,11,11,11,11,2,9,5,132,107,1,0,1,1,1,0,10,0,1,1,0,0,1,0.484848484848485,0.0909090909090909,0,0,0,21,1,1,44,1,43,0,0.0,NON
core/src/main/java/org/apache/shiro/subject/support/DelegatingSubject.java,1.63265306122449,6,5.887005143520089,6.16773837318467,29,1.00394888785705,80,6.55102040816327,8,8,0,49,49,49,49,12,37,40,344,226,0,1,0,2,0,2,49,0,0,0,1,1,0,0.0,0.0,0,0,0,22,3,2,24,0,24,0,0.0,NON
web/src/test/java/org/apache/shiro/web/session/mgt/DefaultWebSessionManagerTest.java,1.0,1,2.80739045087672,5.268060735204339,6,0.0,6,17.8333333333333,0,0,0,6,6,6,6,0,6,0,115,99,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,45,0,45,0,0.0,NON
core/src/main/java/org/apache/shiro/config/ReflectionBuilder.java,3.13333333333333,9,4.78530801243976,6.283925741043401,6,2.04504822002373,94,12.1333333333333,12,12,0,30,30,30,30,23,7,60,380,260,0,0,0,0,0,0,30,0,0,0,0,0,0,0.0,0.0,0,0,0,11,8,3,58,0,58,1,0.0026315789473684,NON
core/src/main/java/org/apache/shiro/realm/text/PropertiesRealm.java,2.0952380952381,6,4.90595093678562,5.83702155328362,11,1.47695832564484,44,7.66666666666667,35,10,0,21,21,124,21,14,7,15,176,116,5,0,5,3,3,0,20,103,1,5,0,0,1,0.267755392755393,0.0403225806451613,2,2,0,2,6,3,17,9,8,0,0.0,NON
samples/web/src/test/java/org/apache/shiro/test/ContainerIntegrationTest.java,1.33333333333333,2,3.52164063634332,4.56315017832941,2,0.471404520791032,4,10.3333333333333,4,0,0,3,3,7,3,0,3,1,36,26,1,0,1,0,0,0,3,4,0,1,0,0,1,0.125,0.0,0,0,0,0,0,0,4,4,0,0,0.0,NON
samples/spring-hibernate/src/main/java/org/apache/shiro/samples/sprhib/dao/BootstrapDataPopulator.java,1.0,1,3.49922754713269,3.3118441013102,3,0.0,3,4.66666666666667,2,2,0,3,3,3,3,0,3,2,21,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,2,2,2,3,0,3,0,0.0,NON
web/src/main/java/org/apache/shiro/web/mgt/DefaultWebSecurityManager.java,1.8333333333333304,4,5.0556369642008,6.21326755800112,10,1.06718737290547,33,7.611111111111111,13,4,0,18,18,85,18,10,8,12,159,100,6,1,6,8,8,0,10,67,8,6,1,1,1,0.378629148629149,0.5647058823529411,0,0,0,22,4,2,57,26,31,0,0.0,NON
web/src/main/java/org/apache/shiro/web/mgt/DefaultWebSessionStorageEvaluator.java,2.5,4,3.25162916738782,3.11057801478902,1,1.5,5,7.5,2,1,0,2,2,4,2,0,2,2,19,12,1,0,1,1,1,0,1,2,1,1,0,0,1,0.527777777777778,0.25,0,0,0,5,0,0,3,1,2,0,0.0,NON
core/src/main/java/org/apache/shiro/authc/credential/PasswordMatcher.java,1.77777777777778,3,4.176108500731241,4.87223744670297,3,0.628539361054709,16,6.44444444444444,1,1,0,9,9,9,9,5,4,7,61,42,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,6,0,0,1,0,1,0,0.0,NON
core/src/main/java/org/apache/shiro/authz/permission/DomainPermission.java,1.61538461538462,5,3.2880446935878505,4.30319950930512,8,1.07692307692308,21,6.3846153846153895,9,4,0,13,13,23,13,7,6,15,89,66,1,0,1,0,0,0,13,10,0,1,0,0,1,0.154761904761905,0.0,1,1,0,1,3,2,21,4,17,1,0.0112359550561797,NON
core/src/main/java/org/apache/shiro/mgt/DefaultSecurityManager.java,2.11764705882353,9,5.297690567415151,6.04560815206174,20,1.77837840680364,72,8.05882352941176,9,4,0,34,34,75,34,22,12,49,286,183,5,2,5,6,0,6,34,41,0,5,2,3,1,0.26984126984127,0.0,0,0,0,22,1,1,28,10,18,0,0.0,NON
