relName,AvgWMC,CCMax,CDE,CIE,NTM,SDMC,WMC,AvgSLOC,NA,NAIMP,NCM,NIM,NLM,NM,NMIMP,NMNpub,Nmpub,NumPara,loc,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,PII,SIX,SP,SPA,SPD,CBO,DAC,DACquote,ICP,IHICP,NIHICP,bug,bugDensity,type
gateway-provider-identity-assertion-concat/src/main/java/org/apache/hadoop/gateway/ConcatIdentityAsserterMessages.java,0.0,0,3.78714396069814,3.33467914105159,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.0,NON
gateway-server/src/main/java/org/apache/hadoop/gateway/util/ServiceDefinitionsLoader.java,4.5,5,3.82687488186464,5.70485607776472,0,0.5,9,27.0,3,3,2,0,2,2,2,1,1,6,59,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,7,2,1,9,0,9,0,0.0,NON
gateway-server/src/main/java/org/apache/hadoop/gateway/GatewayFilter.java,2.22222222222222,10,5.86896241718408,6.11900349324014,6,2.779999111821509,20,10.0,8,8,0,9,9,9,9,2,7,23,234,165,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,0.0,0,0,0,22,4,4,34,0,34,1,0.0042735042735042,NON
gateway-server/src/main/java/org/apache/hadoop/gateway/GatewayMessages.java,0.0,0,4.77779386319425,5.32905100398856,105,0.0,0,1.0,0,0,0,105,105,105,105,0,105,145,212,106,0,0,0,0,0,0,105,0,0,0,0,0,0,0.0,0.0,0,0,0,5,0,0,0,0,0,0,0.0,NON
gateway-server/src/main/java/org/apache/hadoop/gateway/GatewayServer.java,2.0,9,6.462690839743072,7.12526346027606,16,1.72132593164774,54,10.0,13,13,15,12,27,27,27,16,11,28,354,261,0,0,0,0,0,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,24,6,6,15,0,15,1,0.0028248587570621,NON
gateway-server/src/main/java/org/apache/hadoop/gateway/GatewayServlet.java,2.6,6,5.31297072502,5.465306611272299,5,1.90787840283389,26,10.4,8,8,1,9,10,10,10,1,9,13,146,92,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,17,4,3,22,0,22,0,0.0,NON
gateway-provider-identity-assertion-common/src/main/java/org/apache/hadoop/gateway/IdentityAsserterMessages.java,0.0,0,3.78714396069814,3.33467914105159,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,4,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.0,NON
gateway-spi/src/main/java/org/apache/hadoop/gateway/SpiGatewayMessages.java,0.0,0,4.22176046688565,4.27517234811743,8,0.0,0,1.0,0,0,0,8,8,8,8,0,8,14,18,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0.0,NON
gateway-util-urltemplate/src/main/java/org/apache/hadoop/gateway/util/urltemplate/Messages.java,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-common/src/main/java/org/apache/hadoop/gateway/audit/api/Action.java,1.0,1,2.79546184423832,0.0,1,0.0,1,2.0,9,9,0,1,1,1,1,1,0,0,13,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9,1,0,0,0,0,0.0,NON
gateway-util-urltemplate/src/main/java/org/apache/hadoop/gateway/util/urltemplate/Resources.java,0.0,0,2.52164063634332,1.5,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/Alias.java,0.0,0,1.58496250072116,1.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/ConfigurationAdapter.java,0.0,0,2.58496250072116,2.3219280948873595,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/ConfigurationBinding.java,0.0,0,1.92192809488736,1.5,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/ConfigurationException.java,1.0,1,2.44643934467102,2.18670434591002,2,0.0,2,3.0,0,0,0,2,2,2,2,0,2,3,8,5,1,0,1,0,0,0,2,0,0,1,0,0,1,0.111111111111111,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/ConfigurationInjectorBuilder.java,1.7,5,4.05224646043517,4.625692709367518,6,1.18743420870379,17,6.0,5,5,3,7,10,10,10,2,8,6,67,48,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,7,0,0,9,0,9,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/Configure.java,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/Default.java,0.0,0,1.58496250072116,1.0,1,0.0,0,1.0,0,0,0,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-spi/src/main/java/org/apache/hadoop/gateway/config/FilterConfigurationAdapter.java,1.5,2,3.23890125660263,3.2610439833372795,1,0.5,3,5.0,1,1,0,2,2,2,2,0,2,2,14,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,NON
gateway-spi/src/main/java/org/apache/hadoop/gateway/config/FilterConfigurationAdapterDescriptor.java,1.0,1,0.91829583405449,2.0,1,0.0,1,3.0,1,0,0,1,1,4,1,0,1,0,5,3,1,0,1,0,0,0,1,3,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,3,3,0,0,0.0,NON
gateway-spi/src/main/java/org/apache/hadoop/gateway/config/GatewayConfig.java,0.0,0,4.03741591283851,3.8918521728839295,25,0.0,0,1.0,8,8,0,25,25,25,25,0,25,0,35,34,0,0,0,0,0,0,25,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8,1,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/Optional.java,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/BeanConfigurationAdapter.java,1.5,2,3.02698683335929,3.42192809488736,1,0.5,3,5.0,1,1,0,2,2,2,2,0,2,3,14,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,3,0,3,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/BeanConfigurationAdapterDescriptor.java,1.0,1,0.91829583405449,2.0,1,0.0,1,3.0,1,0,0,1,1,4,1,0,1,0,5,3,1,0,1,0,0,0,1,3,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,3,3,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/ConfigurationAdapterFactory.java,4.16666666666667,6,3.65323591312729,5.12571122468151,0,1.34370962471643,25,15.0,1,1,6,0,6,6,6,2,4,9,93,65,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0,0,0,3,1,1,5,0,5,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/DefaultConfigurationBinding.java,1.0,1,2.52164063634332,1.52192809488736,1,0.0,1,3.0,0,0,0,1,1,1,1,0,1,1,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/DefaultConfigurationInjector.java,3.07692307692308,7,4.83888209169583,5.9142499180216905,2,1.7742403991801203,40,13.6923076923077,1,1,6,7,13,13,13,12,1,44,182,117,0,0,0,0,0,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,7,1,1,19,0,19,0,0.0,NON
gateway-server/src/main/java/org/apache/hadoop/gateway/config/impl/GatewayConfigImpl.java,1.6470588235294097,6,4.659351608016,6.13961569485287,25,1.30344234153884,56,6.17647058823529,28,28,0,34,34,34,34,8,26,10,268,181,1,0,1,0,0,0,34,0,0,1,0,0,1,0.161904761904762,0.0,0,0,0,2,27,1,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/MapConfigurationAdapter.java,1.0,1,3.25162916738782,3.08496250072116,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,2,10,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/MapConfigurationAdapterDescriptor.java,1.0,1,0.91829583405449,2.0,1,0.0,1,3.0,1,0,0,1,1,4,1,0,1,0,5,3,1,0,1,0,0,0,1,3,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,3,3,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/MappedConfigurationBinding.java,1.0,1,2.98476961870674,3.0,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,3,10,6,0,1,0,0,0,0,2,0,0,0,1,1,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/PropertiesConfigurationAdapter.java,1.0,1,3.23890125660263,2.93120894891032,2,0.0,2,3.0,1,1,0,2,2,2,2,0,2,2,10,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/impl/PropertiesConfigurationAdapterDescriptor.java,1.0,1,0.91829583405449,2.0,1,0.0,1,3.0,1,0,0,1,1,4,1,0,1,0,5,3,1,0,1,0,0,0,1,3,0,1,0,0,1,0.0833333333333333,0.0,0,0,0,1,0,0,3,3,0,0,0.0,NON
gateway-util-configinjector/src/main/java/org/apache/hadoop/gateway/config/spi/AbstractConfigurationAdapterDescriptor.java,1.0,1,3.08496250072116,3.1462863706621005,3,0.0,3,2.6666666666666696,1,1,0,3,3,3,3,2,1,2,13,7,0,1,0,0,0,0,3,0,0,0,4,4,0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,NON
