relName,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,bug,bugDensity,type
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/LoadTest.java,0,3,36,1,0,1,0,1,1,3,0,0,1,1,20,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.54,3,10,1,8,0,1,1,0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,2,0.5,0,1,1,1,37,0,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerLoadTest.java,0,3,38,1,0,1,0,1,1,3,0,0,1,1,22,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.69,3,10,1,8,0,1,1,0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,39,0,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerParallelProducerLoadTest.java,0,3,38,1,0,1,0,1,1,3,0,0,1,1,22,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.69,3,10,1,8,0,1,1,0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,39,0,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/AbstractAmqCommand.java,0,10,170,5,0,2,0,18,2,18,0,6,2,7,62,1,7,17,24,7,3,6,0,49,17,11,25,87,37,0.71,21,62,5,45,1,7,3,61,2,1,2,1,5,3.14285714285714,1,10,4.71428571428571,1,5,2.42857142857143,1,4,1.4,0,1,1,1,5,6,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/AbstractCommand.java,0,7,129,5,0,1,1,16,2,15,0,6,2,6,57,1,6,14,19,4,3,7,2,33,14,8,19,57,25,1.0,15,44,5,31,0,6,3,70,1,4,2,2,7,3.3333333333333304,1,9,3.1666666666666696,0,5,2.3333333333333304,1,2,1.125,0,1,1,1,9,3,0.992248062015504,1.0,0,1,1,1,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/AbstractJmxCommand.java,0,7,134,5,0,1,1,16,2,13,0,5,2,7,56,1,7,15,19,7,2,6,0,31,15,7,19,64,26,0.88,15,45,5,29,0,7,2,76,2,5,1,1,8,4.142857142857141,2,10,3.14285714285714,1,9,2.71428571428571,1,2,1.11111111111111,0,1,1,1,3,5,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/AmqBrowseCommand.java,0,29,240,17,0,4,5,29,9,53,0,15,9,3,67,1,3,26,35,3,5,20,0,106,26,12,35,142,54,0.47,35,89,17,63,8,3,10,53,3,0,4,1,14,8.33333333333333,2,16,10.0,1,17,9.33333333333333,1,3,2.4,0,1,1,1,9,10,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/BrowseCommand.java,0,24,211,17,0,3,5,26,8,44,0,13,8,3,57,1,3,23,32,3,5,20,0,93,23,9,33,125,44,0.46,29,77,17,55,5,3,9,63,3,0,4,1,14,7.33333333333333,2,13,9.0,1,17,8.33333333333333,1,3,2.4,0,1,1,1,7,8,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/Command.java,0,1,34,1,2,1,0,2,1,3,0,2,1,2,21,1,2,2,6,0,0,1,0,0,2,2,6,7,0,3.0,6,6,1,5,0,2,1,0,0,1,1,0,1,1.0,1,0,0.0,0,1,1.0,1,0,0.0,0,1,1,1,5,0,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/ListCommand.java,0,6,61,2,0,1,0,3,2,10,0,4,2,2,24,1,2,3,11,2,1,2,0,17,3,2,10,30,6,0.8,7,16,2,12,0,2,2,50,3,0,2,1,2,2.0,2,6,3.5,1,2,1.5,1,1,0.75,0,1,1,1,3,4,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/PurgeCommand.java,0,13,182,7,0,2,0,19,3,23,0,7,3,5,55,1,5,17,32,3,3,9,2,70,17,9,34,105,32,0.52,22,66,7,51,1,5,4,73,3,0,3,1,6,3.8,2,13,7.8,1,9,4.0,1,4,2.14285714285714,0,1,1,1,6,7,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/QueryCommand.java,0,28,227,18,0,4,1,25,7,42,0,10,7,3,49,1,3,22,38,3,4,21,0,122,22,13,35,157,50,0.31,21,85,18,63,3,3,8,46,3,1,2,1,8,5.33333333333333,2,15,7.66666666666667,1,22,8.66666666666667,1,2,1.6,0,1,1,1,8,9,0.964757709251101,1.0,0,1,1,1,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/ShellCommand.java,0,11,143,11,0,1,0,20,3,14,1,2,3,7,35,1,7,20,23,2,2,11,5,61,20,7,23,91,35,0.38,17,58,11,39,0,6,3,64,2,0,9,1,3,1.85714285714286,1,8,3.14285714285714,1,19,3.71428571428571,1,2,0.7777777777777779,0,1,1,1,20,11,0.818181818181818,1.0,0,2,1,1,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/ShutdownCommand.java,0,16,167,8,0,2,0,14,4,27,0,8,4,4,51,1,4,14,25,4,2,8,0,63,14,9,25,96,34,0.53,20,59,8,45,2,4,4,62,3,0,2,1,4,2.75,2,14,7.25,1,8,3.5,1,4,2.5,0,1,1,1,7,8,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/command/StartCommand.java,0,10,176,5,0,2,1,14,2,16,0,5,2,7,54,2,7,14,25,3,3,5,4,67,14,11,25,103,30,0.52,21,55,5,39,1,7,2,75,2,0,3,2,5,2.28571428571429,0,7,3.14285714285714,1,6,2.28571428571429,1,4,1.4,0,1,1,1,3,4,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/CommandContext.java,0,5,244,2,0,1,0,36,2,10,0,4,2,19,101,1,19,36,30,0,1,2,19,53,36,19,30,120,53,0.84,23,83,2,46,0,19,2,0,1,0,1,1,18,3.63157894736842,1,2,1.05263157894737,1,2,1.89473684210526,1,4,1.04545454545455,0,1,1,1,244,0,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/ConsoleCommandHandler.java,0,10,68,2,0,1,0,3,2,14,0,0,2,2,22,1,2,3,21,1,1,2,1,17,3,2,21,33,8,0.67,13,29,2,25,3,2,2,50,1,0,4,2,3,2.5,2,9,6.5,4,2,1.5,1,1,0.75,0,1,1,1,3,2,0.7941176470588229,1.0,0,2,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/filter/MapTransformFilter.java,0,12,332,8,0,1,0,37,3,23,0,8,3,12,112,1,12,35,61,11,0,8,1,110,35,12,63,178,81,0.63,42,144,8,112,2,12,3,0,2,0,9,1,9,2.75,1,18,7.58333333333333,2,48,6.25,1,3,1.5,0,1,1,1,1,2,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/formatter/OutputFormatter.java,0,1,131,1,17,1,0,17,1,5,0,4,1,17,84,1,17,17,26,0,0,1,0,0,17,17,26,27,0,3.11,20,26,1,25,0,17,1,0,0,1,0,0,1,1.0,1,1,0.0588235294117647,0,1,1.0,1,0,0.0,0,1,1,1,1,1,1.0,1.0,0,1,1,0,0,0.0,NON
activemq-console/src/main/java/org/apache/activemq/console/Main.java,1,16,367,9,0,1,2,57,4,23,2,4,4,13,74,2,13,52,71,0,5,11,12,157,52,19,76,244,112,0.3,50,188,9,138,2,11,4,84,1,0,0,2,6,3.53846153846154,1,18,7.307692307692309,1,25,7.384615384615389,1,4,1.75,0,0,0,0,0,0,0.4114441416893729,0.0,0,3,0,2,0,0.0,NON
activemq-console/src/test/java/org/apache/activemq/simple/Producer.java,1,10,73,3,0,1,1,4,2,12,1,0,2,2,27,1,2,4,23,0,0,3,1,16,4,2,24,36,9,0.75,11,33,3,28,2,1,2,50,1,0,2,1,4,2.0,0,12,6.5,1,4,2.5,1,1,0.75,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,NON
activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,6,6,2110,10,1,1,5,256,2,11,3,4,2,161,816,6,161,245,346,21,59,10,133,551,245,165,374,1059,424,0.77,235,798,10,572,0,158,2,97,1,2,59,9,61,4.74534161490683,0,22,3.1925465838509304,0,257,4.32919254658385,1,6,0.431952662721893,0,11,11,3,79,44,0.5672985781990519,0.454545454545455,0,3,3,1,1,0.0028328611898017,NON
activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,1,4,843,7,0,1,6,113,1,7,1,2,1,83,254,2,83,111,162,7,30,7,75,229,111,85,162,468,184,0.54,123,346,7,236,0,82,1,97,2,3,18,6,116,7.012048192771079,0,40,2.49397590361446,1,16,1.6144578313253,1,3,0.232558139534884,0,3,3,1,22,3,0.581257413997628,1.0,0,3,1,2,1,0.0021367521367521,NON
activemq-core/src/main/java/org/apache/activemq/ActiveMQInputStream.java,1,15,248,9,0,2,0,43,4,17,0,0,4,10,28,1,10,35,53,1,10,12,8,105,35,16,52,183,88,0.15,37,140,9,104,1,10,4,69,2,0,19,2,11,5.8,2,29,8.4,1,40,7.0,1,5,2.0833333333333304,0,1,1,1,3,2,0.701612903225806,1.0,0,2,1,2,0,0.0,NON
