relName,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,bug,bugDensity,type
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/LoadTest.java,0,3,36,1,0,1,0,1,1,3,0,0,1,1,20,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.54,3,10,1,8,0,1,1,0,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,2,0.5,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,NON
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/CounterBean.java,0,12,63,3,0,1,3,5,2,13,0,0,2,3,20,2,3,5,17,0,1,3,3,18,5,3,18,36,10,0.56,7,28,3,22,1,3,2,87,1,0,1,3,5,2.0,0,4,2.3333333333333304,1,3,1.6666666666666698,1,2,1.14285714285714,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,NON
activemq-camel-loadtest/src/test/java/org/apache/activemq/soaktest/localBroker/LocalBrokerConsumeTest.java,0,3,39,1,0,1,0,1,1,4,0,1,1,1,23,1,1,1,11,0,1,1,1,1,1,1,9,13,1,1.77,3,10,1,8,0,1,1,100,2,0,0,1,0,0.0,0,1,1.0,1,1,1.0,1,0,0.0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection.java,0,3,44,1,0,1,0,3,1,3,0,0,1,3,19,1,3,3,12,1,1,1,2,3,3,3,12,19,3,1.0,6,15,1,11,0,3,1,33,2,0,3,2,4,2.6666666666666696,2,2,1.33333333333333,1,1,1.0,1,3,0.5,0,0,0,0,0,0,0.9772727272727272,0.0,0,1,0,1,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory.java,0,4,55,2,0,1,0,5,1,4,0,0,1,4,24,1,4,5,14,1,1,2,3,7,5,4,14,25,5,0.96,6,19,2,13,0,4,1,50,4,0,3,2,2,1.25,0,5,2.0,1,2,1.25,1,1,0.5,0,0,0,0,0,0,0.981818181818182,0.0,0,1,0,1,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination.java,0,3,159,4,0,1,0,26,1,4,0,0,1,21,32,1,21,26,45,2,4,4,19,34,26,21,45,101,29,0.32,26,74,4,47,0,21,1,88,1,2,5,3,7,1.9047619047619,0,5,1.7142857142857095,1,6,1.33333333333333,1,2,0.3478260869565219,0,0,0,0,0,0,0.943396226415094,0.0,0,2,0,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageConsumer.java,0,6,173,6,0,1,0,31,2,6,0,0,2,17,26,2,17,30,46,4,9,6,13,59,30,21,46,126,44,0.21,21,90,6,62,0,17,2,84,1,2,3,2,8,2.88235294117647,0,6,2.64705882352941,0,7,1.8235294117647096,1,3,0.75,0,0,0,0,0,0,0.890173410404624,0.0,0,2,0,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer.java,0,8,104,4,0,1,0,15,3,8,0,0,3,6,23,1,6,15,26,1,4,4,5,33,15,6,26,70,24,0.33,11,50,4,37,0,6,3,54,2,2,3,1,10,4.5,1,7,3.0,0,6,2.8333333333333304,1,2,1.125,0,2,2,2,2,2,0.8173076923076921,0.5,0,2,2,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueue.java,0,3,48,1,0,1,0,4,1,3,0,0,1,4,21,1,4,4,11,0,0,1,4,4,4,4,11,20,4,1.05,7,15,1,10,0,4,1,0,2,0,3,2,2,1.0,0,3,2.5,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.916666666666667,0.0,0,2,0,0,0,0.0,NON
activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueReceiver.java,0,3,49,1,0,1,0,2,1,7,0,3,1,2,29,1,2,2,9,0,0,1,2,3,2,2,9,14,3,2.07,6,12,1,9,0,2,1,0,2,0,2,2,4,2.0,0,3,2.5,2,1,1.0,1,0,0.0,0,0,0,0,0,0,0.92,0.0,0,2,0,0,0,0.0,NON
