Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
poi,org.apache.poi.ddf.EscherProperty,10,1,2,12,12,3,11,1,10,0.33333334,69,1.0,0,0.0,0.34,0,0,5.8,2,1.0,0,False
poi,org.apache.poi.hssf.dev.EFBiffViewer$1,2,1,0,3,5,1,1,3,1,1.0,14,0.0,1,0.0,0.6666667,0,0,5.5,1,0.5,0,False
poi,org.apache.poi.ddf.EscherSpRecord,12,2,0,12,33,32,7,5,11,1.0340909,320,0.125,0,0.6333333,0.35,1,5,24.333334,13,1.9166666,1,True
poi,org.apache.poi.ddf.EscherDump,9,1,0,8,45,36,1,8,5,2.0,3581,0.0,0,0.0,0.2962963,0,0,396.8889,3,1.3333334,0,False
poi,org.apache.poi.ddf.EscherOptRecord$1,2,1,0,2,6,1,1,2,1,1.0,27,0.0,1,0.0,0.6666667,0,0,12.0,1,0.5,0,False
poi,org.apache.poi.hssf.usermodel.HSSFPalette$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
poi,org.apache.poi.hssf.dev.BiffViewer,12,1,0,129,165,62,1,129,5,0.8181818,1358,0.5,0,0.0,0.23958333,0,0,112.0,123,11.416667,4,True
poi,org.apache.poi.hssf.record.HorizontalPageBreakRecord,5,3,0,2,9,10,1,1,5,1.25,28,0.0,0,0.96,0.55,1,3,4.4,1,0.2,1,True
poi,org.apache.poi.hssf.usermodel.HSSFShapeGroup,12,2,0,10,23,6,3,7,12,0.6727273,154,0.0,0,0.5925926,0.31666666,1,1,11.416667,2,1.0,1,True
poi,org.apache.poi.hssf.dev.EFBiffViewer,4,1,0,6,16,4,1,6,4,0.33333334,82,0.0,0,0.0,0.41666666,0,0,19.25,3,1.25,1,True
poi,org.apache.poi.hssf.record.TextObjectRecord,13,3,0,10,65,0,3,7,9,0.375,644,0.0,1,0.8214286,0.36923078,3,5,48.384617,4,1.5384616,2,True
poi,org.apache.poi.hssf.dev.EFHSSF,6,1,0,17,45,5,1,17,6,0.55,247,0.0,2,0.0,0.375,0,0,39.5,10,2.6666667,1,True
poi,org.apache.poi.util.BinaryTree$2$1,2,2,0,4,4,1,1,4,0,1.0,17,0.0,1,0.8,0.6666667,1,1,7.0,1,0.5,0,False
poi,org.apache.poi.hssf.dev.HSSF,4,1,0,10,49,0,0,10,4,0.0,492,1.0,2,0.0,0.5625,0,0,121.0,8,2.0,1,True
poi,org.apache.poi.ddf.DefaultEscherRecordFactory,4,1,1,10,26,4,3,7,2,0.8333333,193,1.0,0,0.0,0.41666666,0,0,46.75,6,2.0,1,True
poi,org.apache.poi.hssf.model.SimpleFilledShape,6,2,0,12,36,11,1,12,2,0.8,173,1.0,2,0.5,0.5416667,1,1,27.5,3,1.1666666,0,False
poi,org.apache.poi.hssf.record.EscherAggregate$2,3,1,0,3,6,1,1,3,2,0.6666667,39,0.0,1,0.0,0.6111111,0,0,11.0,3,1.3333334,0,False
poi,org.apache.poi.util.DrawingDump,2,1,0,3,8,1,0,3,2,2.0,27,0.0,0,0.0,0.5,0,0,12.5,1,0.5,0,False
poi,org.apache.poi.hssf.usermodel.HSSFPrintSetup,39,1,0,3,78,0,2,1,38,0.92368424,234,0.0,1,0.0,0.3025641,0,0,4.74359,2,1.0256411,0,False
poi,org.apache.poi.hssf.model.Node,5,1,0,2,6,0,1,1,5,0.5833333,43,1.0,2,0.0,0.4,0,0,7.0,1,0.8,0,False
poi,org.apache.poi.hssf.record.MergeCellsRecord$MergedRegion,1,1,0,4,2,0,4,1,1,2.0,24,0.0,1,0.0,1.0,0,0,18.0,0,0.0,0,False
poi,org.apache.poi.hssf.usermodel.HSSFShape,17,1,3,14,19,84,11,3,16,0.99404764,152,0.0,2,0.0,0.31764707,0,0,6.7058825,4,1.117647,0,False
poi,org.apache.poi.hssf.record.CommonObjectDataSubRecord,30,3,0,10,50,155,6,5,28,0.97536945,622,0.23809524,4,0.30769232,0.34,1,6,18.333334,2,0.93333334,2,True
poi,org.apache.poi.util.BinaryTree$2,6,3,0,2,13,0,2,2,5,0.2,50,0.0,1,0.7826087,0.5,2,9,7.1666665,2,1.0,0,False
poi,org.apache.poi.ddf.EscherSpgrRecord,15,2,0,7,32,43,1,6,15,0.8333333,253,0.6666667,0,0.57575756,0.33333334,1,5,15.466666,2,1.0,0,False
poi,org.apache.poi.hssf.record.RecordFactory,7,1,0,15,56,9,4,11,5,0.7222222,743,1.0,0,0.0,0.16666667,0,0,104.71429,8,2.0,7,True
poi,org.apache.poi.hssf.usermodel.HSSFSimpleShape,3,2,1,10,4,0,8,2,2,1.125,22,0.0,0,0.8888889,0.5,0,0,5.0,1,0.6666667,1,True
poi,org.apache.poi.hssf.model.FormulaParser,54,1,0,33,141,651,3,30,7,0.76692563,1861,0.7058824,1,0.0,0.1740042,0,0,33.148148,14,3.1666667,5,True
poi,org.apache.poi.hssf.usermodel.HSSFShapeContainer,1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,False
poi,org.apache.poi.hssf.usermodel.FontDetails,9,1,0,2,32,20,2,0,8,0.625,291,1.0,0,0.0,0.3015873,0,0,31.0,8,2.4444444,0,False
poi,org.apache.poi.hssf.record.EndSubRecord,10,3,0,8,18,45,6,3,8,1.1111112,86,0.0,0,0.6315789,0.525,1,6,7.5,2,0.8,2,True
poi,org.apache.poi.hssf.record.EscherAggregate,20,3,0,34,126,130,3,32,10,1.0471178,1170,0.01904762,2,0.55813956,0.16153847,2,7,47.0,11,2.4,1,True
poi,org.apache.poi.hssf.usermodel.HSSFFont,21,1,0,6,44,0,5,1,20,0.9766667,153,0.13333334,1,0.0,0.25396827,0,0,5.571429,1,0.95238096,2,True
poi,org.apache.poi.ddf.EscherDggRecord$FileIdCluster,6,1,0,4,7,0,4,0,4,0.5,36,1.0,0,0.0,0.3888889,0,0,4.6666665,1,0.8333333,0,False
poi,org.apache.poi.hssf.record.DrawingGroupRecord,5,3,0,3,8,10,2,1,4,1.25,26,0.0,0,0.9230769,0.5,1,2,4.0,1,0.4,1,True
poi,org.apache.poi.ddf.EscherBSERecord,31,2,0,5,55,281,0,5,31,0.9409091,567,0.54545456,0,0.3877551,0.23041475,1,5,16.580645,3,1.0645162,0,False
poi,org.apache.poi.poifs.storage.PropertyBlock$1,3,2,0,2,4,3,1,1,1,2.0,9,0.0,0,0.93333334,1.0,0,0,2.0,1,0.6666667,0,False
poi,org.apache.poi.hssf.usermodel.HSSFPolygon,8,2,0,7,9,14,5,2,6,0.78571427,73,0.0,0,0.6956522,0.325,0,0,7.625,2,1.0,0,False
poi,org.apache.poi.ddf.EscherSplitMenuColorsRecord,15,2,0,7,33,43,1,6,15,0.8333333,258,0.6666667,0,0.57575756,0.33333334,1,5,15.8,2,1.0,0,False
poi,org.apache.poi.ddf.EscherRecord$EscherRecordHeader,6,1,0,3,13,1,2,1,5,0.6,68,1.0,0,0.0,0.3888889,0,0,9.833333,1,0.8333333,0,False
poi,org.apache.poi.ddf.EscherProperties,7,1,0,6,16,9,5,1,3,1.1642424,1460,0.003636364,0,0.0,0.1904762,0,0,168.28572,2,1.2857143,0,False
