Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
synapse,org.apache.synapse.SynapseConstants,2,1,0,11,6,1,8,3,1,1.9692308,81,0.0,0,0.0,1.0,0,0,7.0,0,0.0,3,True
synapse,org.apache.synapse.config.xml.endpoints.SALoadbalanceEndpointFactory,8,1,0,17,38,20,1,17,3,0.64285713,191,1.0,1,0.0,0.24489796,0,0,22.625,6,1.625,1,True
synapse,org.apache.synapse.config.xml.DBLookupMediatorSerializer,3,3,0,8,14,3,0,8,3,2.0,45,0.0,0,0.7777778,0.5555556,0,0,14.0,3,1.3333334,0,False
synapse,org.apache.synapse.FaultHandler,7,1,3,19,32,9,16,4,5,0.5,211,1.0,0,0.0,0.33333334,0,0,28.857143,9,2.857143,0,False
synapse,org.apache.synapse.SynapseServer$1,2,2,0,3,12,1,1,3,1,2.0,29,0.0,0,0.9791667,1.0,0,0,13.5,1,0.5,0,False
synapse,org.apache.synapse.metrics.GlobalRequestCountHandler,2,2,0,7,9,1,0,7,2,2.0,20,0.0,0,0.875,0.75,0,0,9.0,1,0.5,0,False
synapse,org.apache.synapse.config.xml.EntrySerializer,4,1,0,13,22,2,1,12,2,0.5833333,126,1.0,0,0.0,0.33333334,0,0,29.5,6,1.75,0,False
synapse,org.apache.synapse.core.axis2.SynapseCallbackReceiver,6,1,0,35,101,3,2,33,3,0.6,550,1.0,0,0.0,0.37142858,0,0,90.333336,7,1.6666666,3,True
synapse,org.apache.synapse.core.axis2.AsyncCallback,10,1,0,6,11,35,3,3,10,0.8518519,46,0.6666667,1,0.0,0.26666668,0,0,3.3,1,0.9,0,False
synapse,org.apache.synapse.config.xml.ClassMediatorSerializer,3,2,0,8,24,3,0,8,3,2.0,114,0.0,0,0.75,0.5555556,0,0,37.0,7,2.6666667,0,False
synapse,org.apache.synapse.config.xml.SynapseMediatorSerializer,3,3,0,7,15,3,0,7,3,2.0,46,0.0,0,0.7777778,0.5555556,0,0,14.333333,3,1.3333334,0,False
synapse,org.apache.synapse.config.xml.OMElementUtils,4,1,0,22,21,4,13,9,3,0.6666667,112,1.0,0,0.0,0.4,0,0,26.75,5,2.25,0,False
synapse,org.apache.synapse.config.xml.AbstractDBMediatorFactory,8,2,2,13,60,12,4,10,1,0.75,727,0.0,0,0.33333334,0.6785714,0,0,88.375,23,5.125,0,False
synapse,org.apache.synapse.statistics.StatisticsCollector,10,1,0,8,19,9,7,1,10,0.6666667,157,1.0,0,0.0,0.475,0,0,14.4,2,1.2,0,False
synapse,org.apache.synapse.config.xml.IterateMediatorSerializer,3,2,0,11,24,3,0,11,3,2.0,108,0.0,0,0.75,0.5555556,0,0,35.0,8,3.0,0,False
synapse,org.apache.synapse.config.xml.SwitchMediatorSerializer,3,2,0,12,28,3,0,12,3,2.0,137,0.0,0,0.75,0.5555556,0,0,44.666668,8,3.0,0,False
synapse,org.apache.synapse.config.xml.AnonymousListMediatorFactory,2,3,0,5,5,1,1,4,2,2.0,14,0.0,0,0.8,0.5,0,0,6.0,1,0.5,0,False
synapse,org.apache.synapse.mediators.ext.POJOCommandMediator,9,2,0,9,49,4,2,7,8,0.625,564,1.0,0,0.61904764,0.37777779,0,0,61.333332,11,3.0,1,True
synapse,org.apache.synapse.config.xml.TargetSerializer,3,1,0,14,19,1,2,12,2,0.5,93,1.0,0,0.0,0.5,0,0,29.0,7,2.3333333,1,True
synapse,org.apache.synapse.config.xml.ClassMediatorFactory,4,2,0,9,29,4,0,9,3,0.6666667,141,1.0,0,0.6,0.6666667,0,0,34.0,6,1.75,0,False
synapse,org.apache.synapse.config.xml.XMLConfigConstants,2,1,0,6,4,1,6,0,1,1.6923077,80,0.0,0,0.0,1.0,0,0,26.0,0,0.0,0,False
synapse,org.apache.synapse.config.xml.FilterMediatorFactory,4,3,0,11,26,4,0,11,3,0.6666667,193,1.0,0,0.6666667,0.6666667,0,0,47.0,10,2.75,0,False
synapse,org.apache.synapse.config.xml.endpoints.utils.LoadbalanceAlgorithmFactory,2,1,0,6,8,1,2,4,2,2.0,33,0.0,0,0.0,0.5,0,0,15.5,3,1.5,0,False
synapse,org.apache.synapse.config.xml.MediatorSerializerFinder,7,1,0,9,29,0,3,6,3,0.5416667,265,1.0,1,0.0,0.33333334,0,0,36.285713,3,1.1428572,0,False
synapse,org.apache.synapse.core.axis2.Axis2MessageContext,61,1,0,55,154,540,26,30,58,0.8939394,940,1.0,2,0.0,0.09791667,0,0,14.229508,10,1.5573771,0,False
synapse,org.apache.synapse.config.xml.endpoints.FailoverEndpointSerializer,2,1,0,12,14,0,1,12,2,0.0,77,1.0,0,0.0,0.75,0,0,37.0,4,2.0,1,True
synapse,org.apache.synapse.core.axis2.DynamicAxisOperation$DynamicOperationClient,6,2,0,27,57,5,1,27,4,1.0,289,0.0,1,0.7368421,0.2777778,1,3,47.0,1,0.8333333,0,False
synapse,org.apache.synapse.core.axis2.SynapseDispatcher,4,3,0,9,13,6,0,9,4,2.0,39,0.0,0,0.8,0.5833333,2,2,8.75,1,0.75,0,False
synapse,org.apache.synapse.core.axis2.Axis2SynapseEnvironment,12,1,0,29,64,38,1,28,11,0.8181818,394,1.0,2,0.0,0.23863636,0,0,31.333334,11,2.0833333,3,True
synapse,org.apache.synapse.util.SimpleMapImpl,27,3,0,11,92,349,1,11,26,1.0307692,865,1.0,0,0.61904764,0.16483517,1,2,30.481482,11,1.6296296,0,False
synapse,org.apache.synapse.config.xml.SynapseMediatorFactory,4,3,0,5,9,4,0,5,3,0.6666667,30,1.0,0,0.6666667,0.6666667,0,0,6.25,1,0.5,0,False
synapse,org.apache.synapse.mediators.transform.XSLTMediator,16,2,0,30,103,48,2,28,12,0.8666667,932,0.8333333,0,0.4642857,0.2421875,0,0,56.5,33,4.0625,7,True
synapse,org.apache.synapse.util.TextFileDataSource,15,1,0,11,38,81,2,10,6,0.85714287,177,1.0,0,0.0,0.16071428,0,0,10.4,1,0.8666667,5,True
synapse,org.apache.synapse.startup.Task,1,1,0,2,1,0,2,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0,False
synapse,org.apache.synapse.mediators.transform.HeaderMediator,12,2,0,16,49,6,2,14,10,0.8030303,406,0.6666667,0,0.5416667,0.22619048,0,0,32.333332,25,3.4166667,0,False
synapse,org.apache.synapse.config.xml.AbstractMediatorFactory,5,1,17,24,18,10,17,7,0,1.0,142,1.0,0,0.0,0.45,0,0,24.8,5,1.4,0,False
synapse,org.apache.synapse.mediators.transform.FaultMediator,24,2,0,28,87,150,2,26,18,0.8735178,595,0.72727275,0,0.3611111,0.2,0,0,23.333334,16,2.9166667,2,True
synapse,org.apache.synapse.util.concurrent.SynapseThreadFactory,2,1,0,1,13,0,1,0,2,0.0,57,0.0,0,0.0,0.625,0,0,26.0,1,0.5,0,False
synapse,org.apache.synapse.config.xml.SynapseXMLConfigurationFactory,15,1,0,26,77,99,0,26,6,0.35714287,445,1.0,0,0.0,0.31428573,0,0,28.6,19,2.6,2,True
synapse,org.apache.synapse.config.xml.RegistryFactory,6,1,0,7,26,5,1,6,2,0.55,156,0.25,0,0.0,0.28,0,0,24.333334,4,1.3333334,0,False
