Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
camel,org.apache.camel.component.cxf.transport.CamelDestination,19,0,0,26,48,143,4,24,10,0.8703704,252,0.5555556,5,0.0,0.16161616,0,0,11.789474,3,1.1578947,0,False
camel,org.apache.camel.component.jhc.JhcConsumer$EventLogger,6,1,0,5,16,15,0,5,5,2.0,81,0.0,0,0.0,0.5416667,0,0,12.5,2,1.6666666,0,False
camel,org.apache.camel.component.mock.MockEndpoint$1,2,3,0,4,4,0,1,4,1,0.0,15,0.0,1,0.95454544,0.625,0,0,6.0,1,0.5,0,False
camel,org.apache.camel.component.jms.requestor.Requestor$1,2,1,0,2,7,0,1,2,1,0.0,46,0.0,1,0.0,0.6,0,0,21.5,1,0.5,0,False
camel,org.apache.camel.component.file.remote.RemoteFileComponent,10,3,0,10,33,25,3,10,7,0.22222222,165,1.0,1,0.8333333,0.3,2,3,15.4,3,0.9,0,False
camel,org.apache.camel.builder.ExpressionBuilder$20,3,1,0,3,12,0,1,3,2,0.33333334,52,0.0,1,0.0,0.46666667,0,0,15.333333,1,0.6666667,0,False
camel,org.apache.camel.osgi.Activator$1,0,1,0,3,0,0,3,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
camel,org.apache.camel.component.xmpp.XmppPrivateChatProducer,6,3,0,16,31,7,2,16,3,0.73333335,108,1.0,1,0.84,0.4,1,1,16.5,3,1.0,0,False
camel,org.apache.camel.component.jhc.JhcProducer$1,2,1,0,4,13,0,1,4,1,0.0,41,0.0,1,0.0,0.6666667,0,0,18.5,1,0.5,0,False
camel,org.apache.camel.processor.DeadLetterChannel$2,2,1,0,3,4,0,1,3,1,0.33333334,24,0.0,3,0.0,0.6,0,0,9.5,1,0.5,0,False
camel,org.apache.camel.builder.ExpressionBuilder$9,3,1,0,4,6,3,1,3,2,2.0,12,0.0,0,0.0,0.6666667,0,0,3.0,1,0.6666667,0,False
