Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
xerces,org.apache.html.dom.HTMLObjectElementImpl,35,4,0,3,43,595,0,3,35,2.0,200,0.0,0,0.734375,0.30857143,0,0,4.714286,1,0.9714286,0,False
xerces,org.apache.xerces.dom.DOMImplementationImpl,6,1,2,4,18,13,3,2,5,0.8,150,0.0,1,0.0,0.53333336,0,0,23.833334,20,4.3333335,3,True
xerces,org.apache.html.dom.HTMLBRElementImpl,3,4,0,2,7,3,0,2,3,2.0,19,0.0,0,0.9791667,0.6666667,0,0,5.3333335,1,0.6666667,0,False
xerces,org.apache.xerces.validators.common.SimpleContentModel,7,1,0,7,13,5,1,6,7,0.36666667,1019,1.0,3,0.0,0.3877551,0,0,143.85715,1,0.71428573,0,False
xerces,org.apache.xerces.framework.XMLDocumentScanner$XMLDeclDispatcher,3,1,0,8,32,0,1,8,2,0.0,331,1.0,1,0.0,0.5833333,0,0,109.0,1,0.6666667,0,False
xerces,org.apache.html.dom.HTMLButtonElementImpl,12,4,0,3,22,66,0,3,12,2.0,97,0.0,0,0.8952381,0.31666666,1,1,7.0833335,3,1.25,0,False
xerces,org.apache.xerces.validators.schema.identity.XPath$Axis,4,1,0,4,5,0,4,0,3,1.0,37,0.0,0,0.0,0.5,0,0,7.25,2,0.75,0,False
xerces,org.apache.xerces.dom.ElementNSImpl,6,3,1,3,21,3,2,2,4,0.9,192,0.5,0,0.94736844,0.6111111,3,3,30.333334,3,1.3333334,1,True
xerces,org.apache.xerces.validators.common.XMLValidator,95,1,0,59,297,2425,13,55,55,0.9441053,6959,0.9672131,41,0.0,0.08547369,0,0,70.96842,17,1.6210526,19,True
xerces,org.apache.xerces.utils.URI$MalformedURIException,2,4,0,3,4,1,3,0,2,2.0,9,0.0,0,1.0,0.75,0,0,3.5,0,0.0,0,False
xerces,org.apache.xerces.validators.schema.identity.Field$Matcher,2,2,0,5,5,0,1,5,1,0.0,24,1.0,2,0.9166667,0.6,1,2,10.0,1,0.5,0,False
xerces,org.apache.html.dom.HTMLOptionElementImpl,15,4,0,3,38,105,1,2,15,2.0,195,0.0,0,0.8703704,0.32,1,1,12.0,6,1.7333333,0,False
xerces,org.apache.xerces.validators.common.MixedContentModel,8,1,0,7,12,20,1,6,8,0.33333334,464,1.0,2,0.0,0.4642857,0,0,56.25,1,0.625,0,False
xerces,org.apache.xerces.framework.XMLContentSpec,12,1,0,9,19,24,8,2,11,0.92424244,827,0.0,0,0.0,0.29166666,1,1,66.416664,26,4.9166665,0,False
