Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
lucene,org.apache.lucene.queryParser.QueryParser$Operator,2,2,0,2,3,1,1,1,0,1.0,19,0.0,2,1.0,1.0,0,0,7.5,0,0.0,0,False
lucene,org.apache.lucene.analysis.KeywordAnalyzer,3,2,0,4,8,3,0,4,3,2.0,31,0.0,0,0.71428573,0.7777778,1,2,9.333333,1,0.6666667,1,True
lucene,org.apache.lucene.search.DocIdSetIterator,4,1,4,14,5,6,14,0,4,2.0,7,0.0,0,0.0,0.625,0,0,0.75,1,0.75,3,True
lucene,org.apache.lucene.store.MMapDirectory$MMapIndexInput,9,2,0,3,19,4,1,2,7,0.5,70,1.0,0,0.7083333,0.2777778,1,5,6.5555553,1,0.7777778,0,False
lucene,org.apache.lucene.analysis.SimpleAnalyzer,3,2,0,5,8,3,1,4,3,2.0,31,0.0,0,0.71428573,0.7777778,1,2,9.333333,1,0.6666667,1,True
lucene,org.apache.lucene.index.CheckIndex,13,1,0,15,96,60,0,15,8,0.7638889,1498,0.5,1,0.0,0.1875,0,0,113.76923,3,1.0769231,7,True
lucene,org.apache.lucene.index.MultipleTermPositions$1,0,1,0,2,0,0,2,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,False
lucene,org.apache.lucene.index.SegmentReader,64,3,1,39,183,1464,13,33,28,0.90373784,2234,0.58064514,13,0.60509557,0.13919415,2,15,33.421875,30,1.671875,23,True
lucene,org.apache.lucene.search.DisjunctionMaxQuery$DisjunctionMaxWeight,7,1,0,10,35,0,1,10,7,0.3888889,257,1.0,2,0.0,0.30952382,0,0,35.285713,2,1.0,0,False
lucene,org.apache.lucene.search.function.FloatFieldSource,7,3,0,7,21,9,2,6,6,0.7777778,120,0.33333334,1,0.7058824,0.33333334,2,3,15.714286,6,1.7142857,1,True
lucene,org.apache.lucene.index.StoredFieldsWriterPerField,5,2,0,10,23,6,1,10,2,0.8,185,0.0,3,0.4,0.33333334,0,0,35.0,1,0.6,1,True
lucene,org.apache.lucene.index.TermVectorsTermsWriter,15,2,0,17,58,37,4,17,4,0.77922076,751,0.0,6,0.35,0.1904762,0,0,48.333332,5,1.5333333,2,True
lucene,org.apache.lucene.util.CloseableThreadLocal,7,1,0,4,27,7,4,0,4,0.7083333,135,0.5,0,0.0,0.3888889,0,0,17.714285,5,1.4285715,2,True
lucene,org.apache.lucene.index.InvertedDocEndConsumerPerField,3,1,1,5,4,3,5,0,0,2.0,6,0.0,0,0.0,1.0,0,0,1.0,1,0.6666667,0,False
lucene,org.apache.lucene.search.ComplexExplanation,6,2,0,11,18,9,10,1,5,0.2,65,1.0,0,0.73333335,0.33333334,1,1,9.666667,3,1.1666666,1,True
lucene,org.apache.lucene.analysis.TeeTokenFilter,4,3,0,4,12,2,0,4,2,0.7777778,58,0.0,1,0.7777778,0.4,1,2,12.75,1,0.5,0,False
lucene,org.apache.lucene.analysis.standard.StandardTokenizer,12,3,0,5,32,10,3,3,9,0.97727275,245,0.1875,1,0.4375,0.28787878,2,3,18.083334,1,0.75,4,True
lucene,org.apache.lucene.search.FieldCacheImpl$6,2,2,0,8,17,1,1,8,0,1.0,77,1.0,1,0.6666667,0.625,1,1,37.0,1,0.5,0,False
lucene,org.apache.lucene.index.MergeScheduler,3,1,2,5,4,3,4,2,1,2.0,6,0.0,0,0.0,0.6666667,0,0,1.0,1,0.6666667,0,False
lucene,org.apache.lucene.index.CompoundFileReader$FileEntry,2,1,0,2,3,1,1,1,0,2.0,10,0.0,0,0.0,0.75,0,0,3.0,0,0.0,0,False
lucene,org.apache.lucene.index.DocInverterPerThread,5,2,0,19,18,0,8,15,4,0.78571427,84,0.0,7,0.5,0.4,0,0,14.4,3,1.2,1,True
lucene,org.apache.lucene.search.function.ShortFieldSource$1,5,2,0,2,12,0,1,2,3,0.375,45,1.0,1,0.75,0.5,1,6,7.6,1,0.8,0,False
lucene,org.apache.lucene.index.InvertedDocConsumer,7,1,1,7,8,21,4,4,0,1.0,15,0.0,1,0.0,0.34285715,0,0,1.0,1,0.85714287,0,False
lucene,org.apache.lucene.index.IndexFileNames,4,1,0,5,10,4,5,0,0,1.2435898,298,0.0,0,0.0,0.44444445,0,0,67.0,4,1.75,0,False
lucene,org.apache.lucene.search.function.CustomScoreQuery,20,2,0,9,46,102,2,8,16,0.57894737,454,1.0,2,0.41379312,0.128125,2,4,21.55,7,1.8,6,True
lucene,org.apache.lucene.util.PriorityQueue,13,1,9,12,14,8,12,0,9,0.44444445,293,1.0,0,0.0,0.46153846,0,0,21.307692,7,2.0769231,1,True
lucene,org.apache.lucene.search.Scorer,6,2,17,40,10,13,36,4,4,0.8,44,1.0,1,0.375,0.45833334,0,0,6.1666665,1,0.8333333,5,True
lucene,org.apache.lucene.index.IndexWriter$MaxFieldLength,5,1,0,2,10,4,2,0,3,0.5625,52,0.5,2,0.0,0.5833333,0,0,8.6,1,0.4,0,False
lucene,org.apache.lucene.search.BooleanScorer2,21,3,0,16,56,104,5,15,10,0.65625,500,1.0,3,0.32,0.2375,1,3,22.428572,5,1.0952381,6,True
lucene,org.apache.lucene.search.spans.SpanOrQuery,12,3,0,10,43,0,4,7,11,0.45454547,292,1.0,0,0.60714287,0.22619048,2,2,23.166666,7,1.6666666,5,True
lucene,org.apache.lucene.index.TermVectorsTermsWriter$PostingList,1,2,0,3,2,0,2,1,0,2.0,7,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0,False
lucene,org.apache.lucene.search.QueryWrapperFilter$1,2,2,0,2,4,0,1,2,1,0.5,18,1.0,1,0.5,0.6,0,0,7.0,1,0.5,0,False
lucene,org.apache.lucene.search.function.ValueSourceQuery,7,2,1,11,20,9,5,7,6,0.5,74,0.0,1,0.6666667,0.26530612,2,3,9.428572,4,1.2857143,6,True
lucene,org.apache.lucene.index.LogByteSizeMergePolicy,6,3,0,3,8,3,1,2,5,1.2,54,0.0,0,0.8333333,0.5,1,2,7.6666665,1,0.8333333,3,True
lucene,org.apache.lucene.search.FieldSortedHitQueue$2,4,1,0,3,6,0,1,2,3,0.33333334,46,1.0,0,0.0,0.5833333,0,0,10.25,3,1.25,0,False
lucene,org.apache.lucene.search.FuzzyQuery,10,3,0,13,41,7,1,12,9,0.6388889,286,0.5,0,0.72,0.2857143,2,6,27.2,6,1.4,3,True
lucene,org.apache.lucene.search.spans.SpanNotQuery,14,3,0,7,32,0,1,7,12,0.42307693,224,1.0,2,0.56666666,0.21428572,2,2,14.857142,6,1.2857143,4,True
lucene,org.apache.lucene.search.spans.SpanScorer,7,3,1,7,25,0,2,5,5,0.5208333,190,1.0,2,0.5714286,0.30952382,1,3,25.0,1,0.85714287,3,True
lucene,org.apache.lucene.util.BitUtil,15,1,0,1,16,99,1,0,14,0.85714287,3574,0.0,0,0.0,0.3392857,0,0,237.2,8,3.3333333,2,True
lucene,org.apache.lucene.util.cache.SimpleMapCache$SynchronizedSimpleMapCache,7,3,0,2,13,0,1,2,5,0.16666667,106,0.0,1,0.6666667,0.52380955,1,1,13.857142,1,0.85714287,0,False
lucene,org.apache.lucene.index.InvertedDocConsumerPerThread,5,1,1,9,6,10,6,4,0,2.0,8,0.0,0,0.0,0.46666667,0,0,0.6,1,0.8,0,False
lucene,org.apache.lucene.search.SpanFilterResult$StartEnd,3,1,0,1,4,0,1,0,3,0.5,20,1.0,0,0.0,0.6666667,0,0,5.0,1,0.6666667,0,False
