Project,Class,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max.cc.,avg.cc.,bugs,defective
jEdit,org.gjt.sp.jedit.gui.AboutDialog$AboutPanel,5,4,0,3,38,0,2,2,4,0.625,204,0.0,1,0.9938462,0.6,2,9,39.0,4,1.4,0,False
jEdit,org.gjt.sp.jedit.buffer.DummyFoldHandler,2,2,0,2,3,1,2,2,2,2.0,8,0.0,0,0.875,0.625,0,0,3.0,1,0.5,0,False
jEdit,org.gjt.sp.jedit.gui.EditAbbrevDialog$ActionHandler,2,1,0,2,12,0,1,2,1,0.0,39,1.0,1,0.0,0.6666667,0,0,18.0,4,2.0,0,False
jEdit,org.gjt.sp.jedit.options.ShortcutsOptionPane$HeaderMouseHandler,2,2,0,2,9,0,1,2,1,0.0,36,1.0,1,0.8888889,0.6666667,0,0,16.5,2,1.0,0,False
jEdit,org.gjt.sp.jedit.gui.GrabKeyDialog$1,4,5,0,1,5,6,1,1,2,1.0,21,1.0,1,0.99542683,0.6666667,1,1,4.0,1,0.75,0,False
jEdit,org.gjt.sp.jedit.options.AbbrevsOptionPane,14,6,0,11,77,51,5,10,1,0.8173077,516,1.0,1,0.9807407,0.5,4,12,35.285713,3,1.4285715,0,False
jEdit,org.gjt.sp.jedit.gui.BufferOptions$1,5,6,0,2,9,10,1,2,3,1.0,31,1.0,1,0.993994,0.65,0,0,5.0,1,0.8,0,False
jEdit,org.gjt.sp.jedit.pluginmgr.PluginManagerProgress$ActionHandler,2,1,0,1,8,0,1,1,1,0.0,23,1.0,1,0.0,0.6666667,0,0,10.0,2,1.0,0,False
jEdit,org.gjt.sp.jedit.pluginmgr.PluginManagerProgress$4,3,1,0,1,9,1,1,1,1,0.5,32,1.0,1,0.0,0.8333333,0,0,9.333333,1,0.6666667,0,False
jEdit,org.gjt.sp.jedit.io.BufferIORequest,11,2,0,13,104,11,2,13,3,0.9142857,1460,0.33333334,3,0.33333334,0.23636363,0,0,129.81818,19,5.4545455,0,False
jEdit,org.gjt.sp.jedit.search.SearchBar$DocumentHandler,4,1,0,5,17,0,1,5,3,0.33333334,91,1.0,1,0.0,0.6666667,0,0,21.5,5,2.25,0,False
jEdit,org.gjt.sp.jedit.options.LoadSaveOptionPane$1,3,1,0,1,8,1,1,1,1,0.5,23,1.0,1,0.0,0.6666667,0,0,6.3333335,1,0.6666667,0,False
jEdit,org.gjt.sp.jedit.textarea.JEditTextArea$2,3,1,0,2,9,1,1,2,1,0.75,39,1.0,2,0.0,0.8333333,0,0,11.333333,1,0.6666667,0,False
jEdit,org.gjt.sp.jedit.gui.EnhancedCheckBoxMenuItem,7,7,0,6,40,9,3,5,4,0.6111111,214,1.0,1,0.9938119,0.3,3,13,28.714285,8,2.142857,0,False
jEdit,org.gjt.sp.jedit.options.BrowserOptionPane,3,6,0,3,17,1,1,2,3,0.5,307,1.0,0,0.99698794,1.0,2,4,98.0,5,2.0,1,True
jEdit,org.gjt.sp.jedit.Macros$BeanShellHandler,3,2,0,5,10,3,1,4,2,2.0,31,0.0,0,0.71428573,0.5,0,0,9.333333,1,0.6666667,0,False
jEdit,org.gjt.sp.jedit.browser.FileCellRenderer,6,6,0,12,35,3,7,5,3,0.7111111,248,0.33333334,0,0.99448276,0.34285715,1,2,38.833332,10,3.0,0,False
jEdit,org.gjt.sp.jedit.ActionSet,13,1,0,13,26,0,12,1,12,0.45833334,112,1.0,0,0.0,0.3846154,0,0,7.4615383,2,1.0,3,True
jEdit,org.gjt.sp.jedit.options.AbbrevsOptionPane$HeaderMouseHandler,2,2,0,2,9,0,1,2,1,0.0,34,1.0,1,0.8888889,0.6666667,0,0,15.5,2,1.0,0,False
jEdit,bsh.XThis,4,2,0,4,16,4,1,4,2,0.8333333,108,0.0,0,0.7692308,0.4,0,0,25.5,3,1.75,0,False
jEdit,org.gjt.sp.jedit.pluginmgr.PluginListDownloadProgress$DownloadThread,2,2,0,9,18,0,3,7,1,0.0,95,1.0,1,0.983871,0.75,0,0,46.0,1,0.5,0,False
jEdit,org.gjt.sp.jedit.View$4,3,1,0,3,8,1,1,3,1,0.6666667,42,1.0,2,0.0,0.6666667,0,0,12.0,2,1.0,0,False
jEdit,org.gjt.sp.jedit.browser.VFSBrowser$FavoritesMenuButton$MouseHandler,2,2,0,9,21,0,1,9,1,0.0,149,1.0,1,0.8888889,0.6666667,0,0,73.0,6,3.0,0,False
jEdit,org.gjt.sp.jedit.io.VFS$1,3,1,0,4,6,3,1,4,1,2.0,25,0.0,0,0.0,0.6666667,0,0,7.3333335,2,1.0,0,False
jEdit,org.gjt.sp.jedit.pluginmgr.PluginList$Dependency,5,1,0,9,21,0,4,6,1,0.25,257,0.0,1,0.0,0.45,0,0,49.4,18,6.2,0,False
jEdit,org.gjt.sp.jedit.pluginmgr.PluginManagerProgress$WindowHandler,3,2,0,2,10,0,1,2,2,0.5,43,0.5,1,0.8333333,0.6666667,0,0,12.666667,3,1.3333334,0,False
jEdit,org.gjt.sp.jedit.pluginmgr.PluginList$PluginSet,3,1,0,4,10,0,2,2,1,1.0,42,0.0,0,0.0,0.5,0,0,12.0,3,1.3333334,0,False
jEdit,org.gjt.sp.jedit.gui.EnhancedCheckBoxMenuItem$Model,3,2,0,5,9,1,1,5,2,0.5,32,1.0,1,0.9411765,0.5555556,1,1,9.333333,2,1.0,0,False
jEdit,bsh.commands.dir,6,1,0,2,41,13,0,2,5,0.6,372,0.0,0,0.0,0.28,0,0,60.833332,11,3.0,0,False
jEdit,org.gjt.sp.jedit.search.SearchDialog$SettingsActionHandler,2,1,0,2,21,0,1,2,1,0.0,96,1.0,1,0.0,0.6666667,0,0,46.5,10,5.0,0,False
jEdit,org.gjt.sp.util.WorkThread$Abort,1,3,0,4,2,0,4,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0,False
jEdit,org.gjt.sp.jedit.options.PrintOptionPane,3,6,0,4,21,1,1,3,1,0.5,159,1.0,1,0.99698794,1.0,1,3,50.0,1,0.6666667,1,True
jEdit,org.gjt.sp.jedit.textarea.Gutter$MarkerHighlight,3,2,0,7,23,0,1,7,2,0.0,106,1.0,1,0.6,0.5833333,0,0,34.0,5,2.6666667,0,False
jEdit,org.gjt.sp.jedit.gui.OpenWithEncodingMenu,1,8,0,4,15,0,2,4,1,2.0,79,0.0,0,1.0,1.0,0,0,78.0,0,0.0,0,False
jEdit,org.gjt.sp.jedit.gui.SplashScreen,5,3,0,2,41,4,1,1,5,0.65,213,1.0,0,0.987988,0.7,2,5,40.6,2,1.0,0,False
