relName,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,loc,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,bug,bugDensity,type
jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/DateConverter.java,0,10,212,8,0,1,0,18,2,18,0,7,2,8,91,1,8,18,35,3,1,8,5,40,18,11,35,106,27,0.86,15,62,8,45,0,8,2,50,1,2,6,2,4,2.125,1,11,3.875,1,17,3.375,1,3,1.3636363636363602,0,6,6,3,396,5,0.966981132075472,0.666666666666667,0,1,3,1,0,0.0,NON
jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/datetime/markup/html/form/DateTextField.java,0,4,231,2,0,1,1,12,1,14,8,9,1,11,147,1,11,12,27,0,1,2,11,15,12,11,27,67,14,2.19,17,41,2,28,0,3,1,86,8,0,5,2,8,3.09090909090909,1,3,2.2727272727272703,1,2,1.09090909090909,1,1,0.285714285714286,0,3,3,3,463,1,0.917748917748918,0.333333333333333,0,2,3,1,0,0.0,NON
jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateField.java,1,6,135,2,0,1,1,10,1,12,0,6,1,7,67,1,7,10,19,1,2,2,5,18,10,7,19,55,15,1.22,13,34,2,25,0,7,1,76,7,0,4,1,4,1.42857142857143,0,7,3.14285714285714,2,2,1.14285714285714,1,1,0.333333333333333,0,9,9,3,323,66,0.9407407407407408,0.666666666666667,0,2,3,0,1,0.0363636363636363,NON
jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DatePicker.java,1,11,360,7,0,1,2,26,2,19,0,7,2,14,133,2,14,26,62,8,1,7,5,98,26,14,63,200,69,0.67,27,132,7,106,0,14,2,100,3,0,17,2,5,2.0,0,22,4.28571428571429,0,11,2.21428571428571,1,4,0.941176470588235,0,16,16,6,1032,217,0.905555555555556,0.6875,0,2,6,2,1,0.01,NON
jdk-1.4/wicket-datetime/src/main/java/org/apache/wicket/extensions/yui/calendar/DateTimeField.java,3,8,332,7,0,1,4,30,2,14,1,5,2,16,116,2,16,30,59,1,8,7,12,72,30,18,59,176,52,0.66,40,111,7,84,0,15,2,84,7,0,13,1,6,2.0625,1,17,4.25,1,10,1.9375,1,3,0.631578947368421,0,10,10,3,820,192,0.9548192771084342,0.7,0,1,3,1,1,0.0113636363636363,NON
jdk-1.4/wicket-datetime/src/test/java/org/apache/wicket/util/license/ApacheLicenceHeaderTest.java,0,10,52,1,0,1,0,1,1,19,0,7,1,1,33,1,1,1,3,0,0,1,1,7,1,1,3,14,2,2.36,5,5,1,3,2,1,1,0,3,0,0,1,0,0.0,0,3,3.0,3,1,1.0,1,4,1.0,0,5,5,3,125,18,0.8461538461538459,0.6,0,2,3,1,0,0.0,NON
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/AjaxEditableLabel.java,2,8,466,3,0,1,4,34,1,14,0,5,1,25,190,4,25,34,67,14,2,3,9,105,34,25,63,233,73,0.82,43,136,3,99,0,25,1,100,6,2,10,2,6,2.56,1,10,3.48,1,3,1.36,1,2,0.5333333333333329,0,8,8,4,933,18,0.809012875536481,0.375,0,2,4,3,0,0.0,NON
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/AjaxLazyLoadPanel.java,0,7,85,1,0,1,2,5,1,10,0,2,1,5,36,2,5,5,15,1,0,1,4,16,5,5,18,39,9,0.92,10,27,1,22,0,5,1,100,6,1,5,2,3,1.4,1,7,4.2,1,1,1.0,1,0,0.0,0,2,2,2,86,1,0.988235294117647,0.5,0,1,2,1,0,0.0,NON
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/autocomplete/AutoCompleteBehavior.java,0,11,109,2,0,1,1,7,1,17,0,3,1,5,45,2,5,7,18,2,1,2,3,21,7,5,19,48,13,0.94,16,32,2,25,2,5,1,83,5,1,7,2,3,1.2,0,13,3.4,0,2,1.4,1,1,0.625,0,4,4,4,252,13,0.7798165137614681,0.25,0,3,4,1,0,0.0,NON
jdk-1.4/wicket-extensions/src/main/java/org/apache/wicket/extensions/ajax/markup/html/form/upload/UploadProgressBar.java,0,10,135,3,0,1,6,7,1,15,0,3,1,5,43,3,5,7,30,1,0,3,4,34,7,5,30,72,18,0.6,20,48,3,39,2,5,1,100,6,0,6,2,5,2.2,0,14,4.8,1,4,1.6,1,0,0.0,0,5,5,3,250,7,0.525925925925926,0.6,0,4,3,2,1,0.0138888888888888,NON
